country,food_category,consumption,co2_emission,category,co2_emission_category,co2_emission_all,co2_emission_animal,co2_emission_non_animals,co2_emission_range
Saudi Arabia,Soybeans,0.05,0.02,Non-Animal Products,68.89,692.86,623.97,68.89,500-1000
Saudi Arabia,Nuts inc. Peanut Butter,3.23,5.72,Non-Animal Products,68.89,692.86,623.97,68.89,500-1000
Botswana,Pork,0.74,2.62,Animal Products,558.0999999999999,576.8399999999999,558.0999999999999,18.74,500-1000
Botswana,Poultry,5.33,5.73,Animal Products,558.0999999999999,576.8399999999999,558.0999999999999,18.74,500-1000
Botswana,Beef,7.85,242.23,Animal Products,558.0999999999999,576.8399999999999,558.0999999999999,18.74,500-1000
Botswana,Lamb & Goat,3.76,131.67,Animal Products,558.0999999999999,576.8399999999999,558.0999999999999,18.74,500-1000
Botswana,Fish,3.98,6.35,Animal Products,558.0999999999999,576.8399999999999,558.0999999999999,18.74,500-1000
Botswana,Eggs,1.95,1.79,Animal Products,558.0999999999999,576.8399999999999,558.0999999999999,18.74,500-1000
Botswana,Milk - inc. cheese,117.74,167.70999999999998,Animal Products,558.0999999999999,576.8399999999999,558.0999999999999,18.74,500-1000
Botswana,Wheat and Wheat Products,38.2,7.28,Non-Animal Products,18.74,576.8399999999999,558.0999999999999,18.74,500-1000
Botswana,Rice,7.06,9.03,Non-Animal Products,18.74,576.8399999999999,558.0999999999999,18.74,500-1000
Botswana,Soybeans,1.16,0.52,Non-Animal Products,18.74,576.8399999999999,558.0999999999999,18.74,500-1000
Botswana,Nuts inc. Peanut Butter,1.08,1.91,Non-Animal Products,18.74,576.8399999999999,558.0999999999999,18.74,500-1000
Macedonia,Pork,10.35,36.63,Animal Products,566.5600000000001,600.75,566.5600000000001,34.19,500-1000
Macedonia,Poultry,18.77,20.16,Animal Products,566.5600000000001,600.75,566.5600000000001,34.19,500-1000
Macedonia,Beef,7.689999999999999,237.3,Animal Products,566.5600000000001,600.75,566.5600000000001,34.19,500-1000
Macedonia,Lamb & Goat,0.94,32.92,Animal Products,566.5600000000001,600.75,566.5600000000001,34.19,500-1000
Macedonia,Fish,5.470000000000001,8.729999999999999,Animal Products,566.5600000000001,600.75,566.5600000000001,34.19,500-1000
Macedonia,Eggs,6.38,5.859999999999999,Animal Products,566.5600000000001,600.75,566.5600000000001,34.19,500-1000
Macedonia,Milk - inc. cheese,157.93,224.96,Animal Products,566.5600000000001,600.75,566.5600000000001,34.19,500-1000
Macedonia,Wheat and Wheat Products,104.8,19.99,Non-Animal Products,34.19,600.75,566.5600000000001,34.19,500-1000
Macedonia,Rice,2.81,3.6,Non-Animal Products,34.19,600.75,566.5600000000001,34.19,500-1000
Macedonia,Soybeans,0.46,0.21,Non-Animal Products,34.19,600.75,566.5600000000001,34.19,500-1000
Macedonia,Nuts inc. Peanut Butter,5.87,10.39,Non-Animal Products,34.19,600.75,566.5600000000001,34.19,500-1000
Hungary,Pork,34.93,123.63,Animal Products,551.94,576.79,551.94,24.85,500-1000
Hungary,Poultry,23.78,25.54,Animal Products,551.94,576.79,551.94,24.85,500-1000
Hungary,Beef,4.96,153.06,Animal Products,551.94,576.79,551.94,24.85,500-1000
Hungary,Lamb & Goat,0.11,3.85,Animal Products,551.94,576.79,551.94,24.85,500-1000
Hungary,Fish,4.930000000000001,7.87,Animal Products,551.94,576.79,551.94,24.85,500-1000
Hungary,Eggs,12.45,11.44,Animal Products,551.94,576.79,551.94,24.85,500-1000
Hungary,Milk - inc. cheese,159.05,226.55,Animal Products,551.94,576.79,551.94,24.85,500-1000
Hungary,Wheat and Wheat Products,109.98,20.97,Non-Animal Products,24.85,576.79,551.94,24.85,500-1000
Hungary,Rice,2.15,2.75,Non-Animal Products,24.85,576.79,551.94,24.85,500-1000
Hungary,Soybeans,0.01,0.0,Non-Animal Products,24.85,576.79,551.94,24.85,500-1000
Hungary,Nuts inc. Peanut Butter,0.64,1.13,Non-Animal Products,24.85,576.79,551.94,24.85,500-1000
Trinidad and Tobago,Pork,8.92,31.57,Animal Products,565.54,610.41,565.54,44.87,500-1000
Trinidad and Tobago,Poultry,58.27,62.59,Animal Products,565.54,610.41,565.54,44.87,500-1000
Trinidad and Tobago,Beef,6.13,189.16,Animal Products,565.54,610.41,565.54,44.87,500-1000
Trinidad and Tobago,Lamb & Goat,2.79,97.71,Animal Products,565.54,610.41,565.54,44.87,500-1000
Trinidad and Tobago,Fish,20.54,32.8,Animal Products,565.54,610.41,565.54,44.87,500-1000
Trinidad and Tobago,Eggs,4.2,3.86,Animal Products,565.54,610.41,565.54,44.87,500-1000
Trinidad and Tobago,Milk - inc. cheese,103.8,147.85000000000002,Animal Products,565.54,610.41,565.54,44.87,500-1000
Trinidad and Tobago,Wheat and Wheat Products,90.17,17.2,Non-Animal Products,44.87,610.41,565.54,44.87,500-1000
Trinidad and Tobago,Rice,16.38,20.96,Non-Animal Products,44.87,610.41,565.54,44.87,500-1000
Trinidad and Tobago,Soybeans,0.04,0.02,Non-Animal Products,44.87,610.41,565.54,44.87,500-1000
Trinidad and Tobago,Nuts inc. Peanut Butter,3.78,6.69,Non-Animal Products,44.87,610.41,565.54,44.87,500-1000
Tunisia,Pork,0.0,0.0,Animal Products,567.79,618.89,567.79,51.1,500-1000
Tunisia,Poultry,18.5,19.87,Animal Products,567.79,618.89,567.79,51.1,500-1000
Tunisia,Beef,5.53,170.64,Animal Products,567.79,618.89,567.79,51.1,500-1000
Tunisia,Lamb & Goat,5.34,187.01,Animal Products,567.79,618.89,567.79,51.1,500-1000
Tunisia,Fish,12.63,20.17,Animal Products,567.79,618.89,567.79,51.1,500-1000
Tunisia,Eggs,7.67,7.05,Animal Products,567.79,618.89,567.79,51.1,500-1000
Tunisia,Milk - inc. cheese,114.47,163.05,Animal Products,567.79,618.89,567.79,51.1,500-1000
Tunisia,Wheat and Wheat Products,197.5,37.66,Non-Animal Products,51.1,618.89,567.79,51.1,500-1000
Tunisia,Rice,1.07,1.37,Non-Animal Products,51.1,618.89,567.79,51.1,500-1000
Tunisia,Soybeans,1.88,0.8500000000000001,Non-Animal Products,51.1,618.89,567.79,51.1,500-1000
Tunisia,Nuts inc. Peanut Butter,6.34,11.22,Non-Animal Products,51.1,618.89,567.79,51.1,500-1000
Egypt,Pork,0.02,0.07,Animal Products,591.52,673.92,591.52,82.4,500-1000
Egypt,Poultry,14.43,15.5,Animal Products,591.52,673.92,591.52,82.4,500-1000
Egypt,Beef,12.88,397.45,Animal Products,591.52,673.92,591.52,82.4,500-1000
Egypt,Lamb & Goat,1.58,55.33,Animal Products,591.52,673.92,591.52,82.4,500-1000
Egypt,Fish,21.46,34.260000000000005,Animal Products,591.52,673.92,591.52,82.4,500-1000
Egypt,Eggs,4.59,4.22,Animal Products,591.52,673.92,591.52,82.4,500-1000
Egypt,Milk - inc. cheese,59.46,84.69,Animal Products,591.52,673.92,591.52,82.4,500-1000
Egypt,Wheat and Wheat Products,146.83,28.0,Non-Animal Products,82.4,673.92,591.52,82.4,500-1000
Egypt,Rice,39.77,50.89,Non-Animal Products,82.4,673.92,591.52,82.4,500-1000
Egypt,Soybeans,0.64,0.29,Non-Animal Products,82.4,673.92,591.52,82.4,500-1000
Egypt,Nuts inc. Peanut Butter,1.82,3.22,Non-Animal Products,82.4,673.92,591.52,82.4,500-1000
Mauritius,Pork,4.08,14.44,Animal Products,587.77,672.07,587.77,84.3,500-1000
Mauritius,Poultry,38.51,41.37,Animal Products,587.77,672.07,587.77,84.3,500-1000
Mauritius,Beef,5.99,184.84,Animal Products,587.77,672.07,587.77,84.3,500-1000
Mauritius,Lamb & Goat,4.08,142.88000000000002,Animal Products,587.77,672.07,587.77,84.3,500-1000
Mauritius,Fish,19.66,31.39,Animal Products,587.77,672.07,587.77,84.3,500-1000
Mauritius,Eggs,6.319999999999999,5.81,Animal Products,587.77,672.07,587.77,84.3,500-1000
Mauritius,Milk - inc. cheese,117.27,167.04,Animal Products,587.77,672.07,587.77,84.3,500-1000
Mauritius,Wheat and Wheat Products,114.02,21.74,Non-Animal Products,84.3,672.07,587.77,84.3,500-1000
Mauritius,Rice,45.56,58.3,Non-Animal Products,84.3,672.07,587.77,84.3,500-1000
Mauritius,Soybeans,0.3,0.14,Non-Animal Products,84.3,672.07,587.77,84.3,500-1000
Mauritius,Nuts inc. Peanut Butter,2.33,4.119999999999999,Non-Animal Products,84.3,672.07,587.77,84.3,500-1000
Bulgaria,Pork,26.26,92.95,Animal Products,530.16,560.16,530.16,30.000000000000004,500-1000
Bulgaria,Poultry,20.68,22.21,Animal Products,530.16,560.16,530.16,30.000000000000004,500-1000
Bulgaria,Beef,3.84,118.49,Animal Products,530.16,560.16,530.16,30.000000000000004,500-1000
Bulgaria,Lamb & Goat,1.63,57.08,Animal Products,530.16,560.16,530.16,30.000000000000004,500-1000
Bulgaria,Fish,6.24,9.96,Animal Products,530.16,560.16,530.16,30.000000000000004,500-1000
Bulgaria,Eggs,8.360000000000001,7.68,Animal Products,530.16,560.16,530.16,30.000000000000004,500-1000
Bulgaria,Milk - inc. cheese,155.70999999999998,221.79,Animal Products,530.16,560.16,530.16,30.000000000000004,500-1000
Bulgaria,Wheat and Wheat Products,121.17,23.110000000000003,Non-Animal Products,30.000000000000004,560.16,530.16,30.000000000000004,500-1000
Bulgaria,Rice,2.24,2.87,Non-Animal Products,30.000000000000004,560.16,530.16,30.000000000000004,500-1000
Bulgaria,Soybeans,0.04,0.02,Non-Animal Products,30.000000000000004,560.16,530.16,30.000000000000004,500-1000
Bulgaria,Nuts inc. Peanut Butter,2.26,4.0,Non-Animal Products,30.000000000000004,560.16,530.16,30.000000000000004,500-1000
Morocco,Pork,0.01,0.04,Animal Products,535.02,576.42,535.02,41.400000000000006,500-1000
Morocco,Poultry,20.77,22.31,Animal Products,535.02,576.42,535.02,41.400000000000006,500-1000
Morocco,Beef,8.04,248.1,Animal Products,535.02,576.42,535.02,41.400000000000006,500-1000
Morocco,Lamb & Goat,4.359999999999999,152.69,Animal Products,535.02,576.42,535.02,41.400000000000006,500-1000
Morocco,Fish,17.439999999999998,27.85,Animal Products,535.02,576.42,535.02,41.400000000000006,500-1000
Morocco,Eggs,6.68,6.14,Animal Products,535.02,576.42,535.02,41.400000000000006,500-1000
Morocco,Milk - inc. cheese,54.68,77.89,Animal Products,535.02,576.42,535.02,41.400000000000006,500-1000
Morocco,Wheat and Wheat Products,179.7,34.27,Non-Animal Products,41.400000000000006,576.42,535.02,41.400000000000006,500-1000
Morocco,Rice,1.1,1.41,Non-Animal Products,41.400000000000006,576.42,535.02,41.400000000000006,500-1000
Morocco,Soybeans,0.0,0.0,Non-Animal Products,41.400000000000006,576.42,535.02,41.400000000000006,500-1000
Morocco,Nuts inc. Peanut Butter,3.23,5.72,Non-Animal Products,41.400000000000006,576.42,535.02,41.400000000000006,500-1000
Slovakia,Pork,31.78,112.49,Animal Products,526.52,560.34,526.52,33.82,500-1000
Slovakia,Poultry,15.13,16.25,Animal Products,526.52,560.34,526.52,33.82,500-1000
Slovakia,Beef,5.19,160.15,Animal Products,526.52,560.34,526.52,33.82,500-1000
Slovakia,Lamb & Goat,0.16,5.6,Animal Products,526.52,560.34,526.52,33.82,500-1000
Slovakia,Fish,8.39,13.4,Animal Products,526.52,560.34,526.52,33.82,500-1000
Slovakia,Eggs,16.05,14.739999999999998,Animal Products,526.52,560.34,526.52,33.82,500-1000
Slovakia,Milk - inc. cheese,143.14,203.89,Animal Products,526.52,560.34,526.52,33.82,500-1000
Slovakia,Wheat and Wheat Products,123.62,23.57,Non-Animal Products,33.82,560.34,526.52,33.82,500-1000
Slovakia,Rice,2.88,3.69,Non-Animal Products,33.82,560.34,526.52,33.82,500-1000
Slovakia,Soybeans,0.02,0.01,Non-Animal Products,33.82,560.34,526.52,33.82,500-1000
Slovakia,Nuts inc. Peanut Butter,3.7,6.55,Non-Animal Products,33.82,560.34,526.52,33.82,500-1000
Niger,Pork,0.09,0.32,Animal Products,512.83,542.8900000000001,512.83,30.06,500-1000
Niger,Poultry,1.08,1.16,Animal Products,512.83,542.8900000000001,512.83,30.06,500-1000
Niger,Beef,8.97,276.8,Animal Products,512.83,542.8900000000001,512.83,30.06,500-1000
Niger,Lamb & Goat,4.17,146.03,Animal Products,512.83,542.8900000000001,512.83,30.06,500-1000
Niger,Fish,2.7,4.31,Animal Products,512.83,542.8900000000001,512.83,30.06,500-1000
Niger,Eggs,0.3,0.28,Animal Products,512.83,542.8900000000001,512.83,30.06,500-1000
Niger,Milk - inc. cheese,58.92,83.93,Animal Products,512.83,542.8900000000001,512.83,30.06,500-1000
Niger,Wheat and Wheat Products,4.79,0.91,Non-Animal Products,30.06,542.8900000000001,512.83,30.06,500-1000
Niger,Rice,13.17,16.85,Non-Animal Products,30.06,542.8900000000001,512.83,30.06,500-1000
Niger,Soybeans,0.0,0.0,Non-Animal Products,30.06,542.8900000000001,512.83,30.06,500-1000
Niger,Nuts inc. Peanut Butter,6.95,12.3,Non-Animal Products,30.06,542.8900000000001,512.83,30.06,500-1000
Kenya,Pork,0.29,1.03,Animal Products,504.68,530.84,504.68,26.16,500-1000
Kenya,Poultry,0.47,0.5,Animal Products,504.68,530.84,504.68,26.16,500-1000
Kenya,Beef,9.54,294.38,Animal Products,504.68,530.84,504.68,26.16,500-1000
Kenya,Lamb & Goat,1.86,65.14,Animal Products,504.68,530.84,504.68,26.16,500-1000
Kenya,Fish,4.2700000000000005,6.819999999999999,Animal Products,504.68,530.84,504.68,26.16,500-1000
Kenya,Eggs,1.84,1.6900000000000002,Animal Products,504.68,530.84,504.68,26.16,500-1000
Kenya,Milk - inc. cheese,94.86,135.12,Animal Products,504.68,530.84,504.68,26.16,500-1000
Kenya,Wheat and Wheat Products,34.65,6.609999999999999,Non-Animal Products,26.16,530.84,504.68,26.16,500-1000
Kenya,Rice,12.94,16.56,Non-Animal Products,26.16,530.84,504.68,26.16,500-1000
Kenya,Soybeans,0.2,0.09,Non-Animal Products,26.16,530.84,504.68,26.16,500-1000
Kenya,Nuts inc. Peanut Butter,1.64,2.9,Non-Animal Products,26.16,530.84,504.68,26.16,500-1000
Jordan,Pork,0.02,0.07,Animal Products,530.4,587.96,530.4,57.56,500-1000
Jordan,Poultry,33.39,35.87,Animal Products,530.4,587.96,530.4,57.56,500-1000
Jordan,Beef,5.609999999999999,173.11,Animal Products,530.4,587.96,530.4,57.56,500-1000
Jordan,Lamb & Goat,5.68,198.91,Animal Products,530.4,587.96,530.4,57.56,500-1000
Jordan,Fish,5.13,8.19,Animal Products,530.4,587.96,530.4,57.56,500-1000
Jordan,Eggs,3.92,3.6,Animal Products,530.4,587.96,530.4,57.56,500-1000
Jordan,Milk - inc. cheese,77.67999999999999,110.65,Animal Products,530.4,587.96,530.4,57.56,500-1000
Jordan,Wheat and Wheat Products,136.73999999999998,26.08,Non-Animal Products,57.56,587.96,530.4,57.56,500-1000
Jordan,Rice,19.67,25.17,Non-Animal Products,57.56,587.96,530.4,57.56,500-1000
Jordan,Soybeans,0.02,0.01,Non-Animal Products,57.56,587.96,530.4,57.56,500-1000
Jordan,Nuts inc. Peanut Butter,3.56,6.3,Non-Animal Products,57.56,587.96,530.4,57.56,500-1000
Japan,Pork,20.62,72.98,Animal Products,550.98,644.0400000000001,550.98,93.06,500-1000
Japan,Poultry,19.42,20.86,Animal Products,550.98,644.0400000000001,550.98,93.06,500-1000
Japan,Beef,9.15,282.35,Animal Products,550.98,644.0400000000001,550.98,93.06,500-1000
Japan,Lamb & Goat,0.14,4.9,Animal Products,550.98,644.0400000000001,550.98,93.06,500-1000
Japan,Fish,31.1,49.66,Animal Products,550.98,644.0400000000001,550.98,93.06,500-1000
Japan,Eggs,19.15,17.59,Animal Products,550.98,644.0400000000001,550.98,93.06,500-1000
Japan,Milk - inc. cheese,72.06,102.64,Animal Products,550.98,644.0400000000001,550.98,93.06,500-1000
Japan,Wheat and Wheat Products,45.04,8.59,Non-Animal Products,93.06,644.0400000000001,550.98,93.06,500-1000
Japan,Rice,59.85,76.59,Non-Animal Products,93.06,644.0400000000001,550.98,93.06,500-1000
Japan,Soybeans,7.34,3.3,Non-Animal Products,93.06,644.0400000000001,550.98,93.06,500-1000
Japan,Nuts inc. Peanut Butter,2.59,4.58,Non-Animal Products,93.06,644.0400000000001,550.98,93.06,500-1000
Georgia,Pork,8.93,31.610000000000003,Animal Products,488.11,527.03,488.11,38.92,500-1000
Georgia,Poultry,12.28,13.19,Animal Products,488.11,527.03,488.11,38.92,500-1000
Georgia,Beef,6.04,186.38,Animal Products,488.11,527.03,488.11,38.92,500-1000
Georgia,Lamb & Goat,0.63,22.06,Animal Products,488.11,527.03,488.11,38.92,500-1000
Georgia,Fish,10.42,16.64,Animal Products,488.11,527.03,488.11,38.92,500-1000
Georgia,Eggs,6.119999999999999,5.619999999999999,Animal Products,488.11,527.03,488.11,38.92,500-1000
Georgia,Milk - inc. cheese,149.26,212.61,Animal Products,488.11,527.03,488.11,38.92,500-1000
Georgia,Wheat and Wheat Products,163.43,31.17,Non-Animal Products,38.92,527.03,488.11,38.92,500-1000
Georgia,Rice,2.64,3.38,Non-Animal Products,38.92,527.03,488.11,38.92,500-1000
Georgia,Soybeans,0.0,0.0,Non-Animal Products,38.92,527.03,488.11,38.92,500-1000
Georgia,Nuts inc. Peanut Butter,2.47,4.37,Non-Animal Products,38.92,527.03,488.11,38.92,500-1000
Grenada,Pork,11.52,40.78,Animal Products,415.94,439.85,415.94,23.91,0-500
Grenada,Poultry,43.51,46.74,Animal Products,415.94,439.85,415.94,23.91,0-500
Grenada,Beef,3.46,106.77,Animal Products,415.94,439.85,415.94,23.91,0-500
Grenada,Lamb & Goat,1.25,43.77,Animal Products,415.94,439.85,415.94,23.91,0-500
Grenada,Fish,27.95,44.63,Animal Products,415.94,439.85,415.94,23.91,0-500
Grenada,Eggs,10.34,9.5,Animal Products,415.94,439.85,415.94,23.91,0-500
Grenada,Milk - inc. cheese,86.88,123.75,Animal Products,415.94,439.85,415.94,23.91,0-500
Grenada,Wheat and Wheat Products,59.59,11.36,Non-Animal Products,23.91,439.85,415.94,23.91,0-500
Grenada,Rice,9.56,12.23,Non-Animal Products,23.91,439.85,415.94,23.91,0-500
Grenada,Soybeans,0.01,0.0,Non-Animal Products,23.91,439.85,415.94,23.91,0-500
Grenada,Nuts inc. Peanut Butter,0.18,0.32,Non-Animal Products,23.91,439.85,415.94,23.91,0-500
El Salvador,Pork,3.23,11.43,Animal Products,412.87,434.04,412.87,21.17,0-500
El Salvador,Poultry,19.84,21.31,Animal Products,412.87,434.04,412.87,21.17,0-500
El Salvador,Beef,5.95,183.6,Animal Products,412.87,434.04,412.87,21.17,0-500
El Salvador,Lamb & Goat,0.02,0.7,Animal Products,412.87,434.04,412.87,21.17,0-500
El Salvador,Fish,6.25,9.98,Animal Products,412.87,434.04,412.87,21.17,0-500
El Salvador,Eggs,9.51,8.739999999999998,Animal Products,412.87,434.04,412.87,21.17,0-500
El Salvador,Milk - inc. cheese,124.34,177.11,Animal Products,412.87,434.04,412.87,21.17,0-500
El Salvador,Wheat and Wheat Products,28.19,5.38,Non-Animal Products,21.17,434.04,412.87,21.17,0-500
El Salvador,Rice,10.53,13.48,Non-Animal Products,21.17,434.04,412.87,21.17,0-500
El Salvador,Soybeans,0.8,0.36,Non-Animal Products,21.17,434.04,412.87,21.17,0-500
El Salvador,Nuts inc. Peanut Butter,1.1,1.95,Non-Animal Products,21.17,434.04,412.87,21.17,0-500
Cuba,Pork,19.82,70.14999999999999,Animal Products,491.37,591.69,491.37,100.32,500-1000
Cuba,Poultry,20.15,21.65,Animal Products,491.37,591.69,491.37,100.32,500-1000
Cuba,Beef,6.39,197.18,Animal Products,491.37,591.69,491.37,100.32,500-1000
Cuba,Lamb & Goat,1.24,43.42,Animal Products,491.37,591.69,491.37,100.32,500-1000
Cuba,Fish,4.76,7.6,Animal Products,491.37,591.69,491.37,100.32,500-1000
Cuba,Eggs,9.82,9.02,Animal Products,491.37,591.69,491.37,100.32,500-1000
Cuba,Milk - inc. cheese,99.94,142.35000000000002,Animal Products,491.37,591.69,491.37,100.32,500-1000
Cuba,Wheat and Wheat Products,54.620000000000005,10.42,Non-Animal Products,100.32,591.69,491.37,100.32,500-1000
Cuba,Rice,67.7,86.64,Non-Animal Products,100.32,591.69,491.37,100.32,500-1000
Cuba,Soybeans,6.34,2.85,Non-Animal Products,100.32,591.69,491.37,100.32,500-1000
Cuba,Nuts inc. Peanut Butter,0.23,0.41,Non-Animal Products,100.32,591.69,491.37,100.32,500-1000
China,Pork,38.43,136.02,Animal Products,515.1,640.19,515.1,125.09,500-1000
China,Poultry,13.2,14.18,Animal Products,515.1,640.19,515.1,125.09,500-1000
China,Beef,5.119999999999999,157.99,Animal Products,515.1,640.19,515.1,125.09,500-1000
China,Lamb & Goat,3.13,109.61,Animal Products,515.1,640.19,515.1,125.09,500-1000
China,Fish,21.01,33.55,Animal Products,515.1,640.19,515.1,125.09,500-1000
China,Eggs,18.76,17.23,Animal Products,515.1,640.19,515.1,125.09,500-1000
China,Milk - inc. cheese,32.660000000000004,46.52,Animal Products,515.1,640.19,515.1,125.09,500-1000
China,Wheat and Wheat Products,63.36,12.08,Non-Animal Products,125.09,640.19,515.1,125.09,500-1000
China,Rice,78.17999999999999,100.05,Non-Animal Products,125.09,640.19,515.1,125.09,500-1000
China,Soybeans,3.66,1.65,Non-Animal Products,125.09,640.19,515.1,125.09,500-1000
China,Nuts inc. Peanut Butter,6.39,11.31,Non-Animal Products,125.09,640.19,515.1,125.09,500-1000
Honduras,Pork,6.48,22.94,Animal Products,407.18,434.08,407.18,26.9,0-500
Honduras,Poultry,20.29,21.8,Animal Products,407.18,434.08,407.18,26.9,0-500
Honduras,Beef,7.19,221.87,Animal Products,407.18,434.08,407.18,26.9,0-500
Honduras,Lamb & Goat,0.04,1.4,Animal Products,407.18,434.08,407.18,26.9,0-500
Honduras,Fish,2.7,4.31,Animal Products,407.18,434.08,407.18,26.9,0-500
Honduras,Eggs,5.19,4.7700000000000005,Animal Products,407.18,434.08,407.18,26.9,0-500
Honduras,Milk - inc. cheese,91.33,130.09,Animal Products,407.18,434.08,407.18,26.9,0-500
Honduras,Wheat and Wheat Products,37.36,7.119999999999999,Non-Animal Products,26.9,434.08,407.18,26.9,0-500
Honduras,Rice,14.42,18.45,Non-Animal Products,26.9,434.08,407.18,26.9,0-500
Honduras,Soybeans,0.01,0.0,Non-Animal Products,26.9,434.08,407.18,26.9,0-500
Honduras,Nuts inc. Peanut Butter,0.75,1.33,Non-Animal Products,26.9,434.08,407.18,26.9,0-500
Taiwan. ROC,Pork,39.37,139.35000000000002,Animal Products,467.5,559.55,467.5,92.05,500-1000
Taiwan. ROC,Poultry,32.13,34.51,Animal Products,467.5,559.55,467.5,92.05,500-1000
Taiwan. ROC,Beef,5.21,160.76999999999998,Animal Products,467.5,559.55,467.5,92.05,500-1000
Taiwan. ROC,Lamb & Goat,0.92,32.220000000000006,Animal Products,467.5,559.55,467.5,92.05,500-1000
Taiwan. ROC,Fish,18.29,29.2,Animal Products,467.5,559.55,467.5,92.05,500-1000
Taiwan. ROC,Eggs,13.08,12.02,Animal Products,467.5,559.55,467.5,92.05,500-1000
Taiwan. ROC,Milk - inc. cheese,41.720000000000006,59.43,Animal Products,467.5,559.55,467.5,92.05,500-1000
Taiwan. ROC,Wheat and Wheat Products,50.92,9.71,Non-Animal Products,92.05,559.55,467.5,92.05,500-1000
Taiwan. ROC,Rice,45.85,58.67,Non-Animal Products,92.05,559.55,467.5,92.05,500-1000
Taiwan. ROC,Soybeans,16.95,7.63,Non-Animal Products,92.05,559.55,467.5,92.05,500-1000
Taiwan. ROC,Nuts inc. Peanut Butter,9.06,16.04,Non-Animal Products,92.05,559.55,467.5,92.05,500-1000
Angola,Pork,8.89,31.47,Animal Products,390.6,412.99,390.6,22.39,0-500
Angola,Poultry,17.330000000000002,18.62,Animal Products,390.6,412.99,390.6,22.39,0-500
Angola,Beef,8.42,259.82,Animal Products,390.6,412.99,390.6,22.39,0-500
Angola,Lamb & Goat,1.08,37.82,Animal Products,390.6,412.99,390.6,22.39,0-500
Angola,Fish,15.239999999999998,24.33,Animal Products,390.6,412.99,390.6,22.39,0-500
Angola,Eggs,1.11,1.02,Animal Products,390.6,412.99,390.6,22.39,0-500
Angola,Milk - inc. cheese,12.3,17.52,Animal Products,390.6,412.99,390.6,22.39,0-500
Angola,Wheat and Wheat Products,40.720000000000006,7.77,Non-Animal Products,22.39,412.99,390.6,22.39,0-500
Angola,Rice,8.12,10.39,Non-Animal Products,22.39,412.99,390.6,22.39,0-500
Angola,Soybeans,0.52,0.23,Non-Animal Products,22.39,412.99,390.6,22.39,0-500
Angola,Nuts inc. Peanut Butter,2.26,4.0,Non-Animal Products,22.39,412.99,390.6,22.39,0-500
Jamaica,Pork,3.99,14.12,Animal Products,404.12,450.83,404.12,46.71,0-500
Jamaica,Poultry,52.51,56.41,Animal Products,404.12,450.83,404.12,46.71,0-500
Jamaica,Beef,3.97,122.51,Animal Products,404.12,450.83,404.12,46.71,0-500
Jamaica,Lamb & Goat,1.26,44.13,Animal Products,404.12,450.83,404.12,46.71,0-500
Jamaica,Fish,21.95,35.05,Animal Products,404.12,450.83,404.12,46.71,0-500
Jamaica,Eggs,2.27,2.09,Animal Products,404.12,450.83,404.12,46.71,0-500
Jamaica,Milk - inc. cheese,91.13,129.81,Animal Products,404.12,450.83,404.12,46.71,0-500
Jamaica,Wheat and Wheat Products,70.66999999999999,13.48,Non-Animal Products,46.71,450.83,404.12,46.71,0-500
Jamaica,Rice,23.45,30.01,Non-Animal Products,46.71,450.83,404.12,46.71,0-500
Jamaica,Soybeans,0.0,0.0,Non-Animal Products,46.71,450.83,404.12,46.71,0-500
Jamaica,Nuts inc. Peanut Butter,1.82,3.22,Non-Animal Products,46.71,450.83,404.12,46.71,0-500
Namibia,Pork,4.21,14.9,Animal Products,345.84000000000003,362.11,345.84000000000003,16.27,0-500
Namibia,Poultry,12.19,13.09,Animal Products,345.84000000000003,362.11,345.84000000000003,16.27,0-500
Namibia,Beef,3.75,115.72,Animal Products,345.84000000000003,362.11,345.84000000000003,16.27,0-500
Namibia,Lamb & Goat,2.27,79.5,Animal Products,345.84000000000003,362.11,345.84000000000003,16.27,0-500
Namibia,Fish,10.7,17.08,Animal Products,345.84000000000003,362.11,345.84000000000003,16.27,0-500
Namibia,Eggs,1.63,1.5,Animal Products,345.84000000000003,362.11,345.84000000000003,16.27,0-500
Namibia,Milk - inc. cheese,73.05,104.05,Animal Products,345.84000000000003,362.11,345.84000000000003,16.27,0-500
Namibia,Wheat and Wheat Products,36.260000000000005,6.91,Non-Animal Products,16.27,362.11,345.84000000000003,16.27,0-500
Namibia,Rice,6.31,8.07,Non-Animal Products,16.27,362.11,345.84000000000003,16.27,0-500
Namibia,Soybeans,0.07,0.03,Non-Animal Products,16.27,362.11,345.84000000000003,16.27,0-500
Namibia,Nuts inc. Peanut Butter,0.71,1.26,Non-Animal Products,16.27,362.11,345.84000000000003,16.27,0-500
Belize,Pork,16.8,59.46,Animal Products,375.67,433.08,375.67,57.41,0-500
Belize,Poultry,28.31,30.41,Animal Products,375.67,433.08,375.67,57.41,0-500
Belize,Beef,4.859999999999999,149.97,Animal Products,375.67,433.08,375.67,57.41,0-500
Belize,Lamb & Goat,0.14,4.9,Animal Products,375.67,433.08,375.67,57.41,0-500
Belize,Fish,7.57,12.09,Animal Products,375.67,433.08,375.67,57.41,0-500
Belize,Eggs,4.85,4.46,Animal Products,375.67,433.08,375.67,57.41,0-500
Belize,Milk - inc. cheese,80.3,114.38,Animal Products,375.67,433.08,375.67,57.41,0-500
