country,food_category,consumption,co2_emission,category,co2_emission_category,co2_emission_all,co2_emission_animal,co2_emission_non_animals,co2_emission_range
Netherlands,Lamb & Goat,0.94,32.92,Animal Products,1261.59,1292.82,1261.59,31.230000000000004,1000-1500
Netherlands,Fish,18.64,29.76,Animal Products,1261.59,1292.82,1261.59,31.230000000000004,1000-1500
Netherlands,Eggs,14.03,12.89,Animal Products,1261.59,1292.82,1261.59,31.230000000000004,1000-1500
Netherlands,Milk - inc. cheese,341.47,486.39,Animal Products,1261.59,1292.82,1261.59,31.230000000000004,1000-1500
Netherlands,Wheat and Wheat Products,70.16999999999999,13.38,Non-Animal Products,31.230000000000004,1292.82,1261.59,31.230000000000004,1000-1500
Netherlands,Rice,2.93,3.75,Non-Animal Products,31.230000000000004,1292.82,1261.59,31.230000000000004,1000-1500
Netherlands,Soybeans,0.12,0.05,Non-Animal Products,31.230000000000004,1292.82,1261.59,31.230000000000004,1000-1500
Netherlands,Nuts inc. Peanut Butter,7.94,14.05,Non-Animal Products,31.230000000000004,1292.82,1261.59,31.230000000000004,1000-1500
Kuwait,Pork,0.0,0.0,Animal Products,1261.61,1345.44,1261.61,83.83000000000001,1000-1500
Kuwait,Poultry,53.61,57.59,Animal Products,1261.61,1345.44,1261.61,83.83000000000001,1000-1500
Kuwait,Beef,13.03,402.08,Animal Products,1261.61,1345.44,1261.61,83.83000000000001,1000-1500
Kuwait,Lamb & Goat,15.61,546.66,Animal Products,1261.61,1345.44,1261.61,83.83000000000001,1000-1500
Kuwait,Fish,11.99,19.14,Animal Products,1261.61,1345.44,1261.61,83.83000000000001,1000-1500
Kuwait,Eggs,12.6,11.57,Animal Products,1261.61,1345.44,1261.61,83.83000000000001,1000-1500
Kuwait,Milk - inc. cheese,157.66,224.57,Animal Products,1261.61,1345.44,1261.61,83.83000000000001,1000-1500
Kuwait,Wheat and Wheat Products,96.76,18.45,Non-Animal Products,83.83000000000001,1345.44,1261.61,83.83000000000001,1000-1500
Kuwait,Rice,43.83,56.09,Non-Animal Products,83.83000000000001,1345.44,1261.61,83.83000000000001,1000-1500
Kuwait,Soybeans,0.06,0.03,Non-Animal Products,83.83000000000001,1345.44,1261.61,83.83000000000001,1000-1500
Kuwait,Nuts inc. Peanut Butter,5.23,9.26,Non-Animal Products,83.83000000000001,1345.44,1261.61,83.83000000000001,1000-1500
United Kingdom,Pork,25.79,91.28,Animal Products,1207.2199999999998,1241.63,1207.2199999999998,34.41,1000-1500
United Kingdom,Poultry,31.55,33.89,Animal Products,1207.2199999999998,1241.63,1207.2199999999998,34.41,1000-1500
United Kingdom,Beef,18.12,559.15,Animal Products,1207.2199999999998,1241.63,1207.2199999999998,34.41,1000-1500
United Kingdom,Lamb & Goat,4.49,157.23999999999998,Animal Products,1207.2199999999998,1241.63,1207.2199999999998,34.41,1000-1500
United Kingdom,Fish,15.49,24.73,Animal Products,1207.2199999999998,1241.63,1207.2199999999998,34.41,1000-1500
United Kingdom,Eggs,11.08,10.18,Animal Products,1207.2199999999998,1241.63,1207.2199999999998,34.41,1000-1500
United Kingdom,Milk - inc. cheese,232.2,330.75,Animal Products,1207.2199999999998,1241.63,1207.2199999999998,34.41,1000-1500
United Kingdom,Wheat and Wheat Products,98.63,18.81,Non-Animal Products,34.41,1241.63,1207.2199999999998,34.41,1000-1500
United Kingdom,Rice,6.39,8.18,Non-Animal Products,34.41,1241.63,1207.2199999999998,34.41,1000-1500
United Kingdom,Soybeans,0.05,0.02,Non-Animal Products,34.41,1241.63,1207.2199999999998,34.41,1000-1500
United Kingdom,Nuts inc. Peanut Butter,4.18,7.4,Non-Animal Products,34.41,1241.63,1207.2199999999998,34.41,1000-1500
Austria,Pork,52.56,186.04,Animal Products,1176.08,1211.16,1176.08,35.08,1000-1500
Austria,Poultry,18.610000000000003,19.99,Animal Products,1176.08,1211.16,1176.08,35.08,1000-1500
Austria,Beef,17.14,528.9,Animal Products,1176.08,1211.16,1176.08,35.08,1000-1500
Austria,Lamb & Goat,1.16,40.620000000000005,Animal Products,1176.08,1211.16,1176.08,35.08,1000-1500
Austria,Fish,12.16,19.42,Animal Products,1176.08,1211.16,1176.08,35.08,1000-1500
Austria,Eggs,14.68,13.49,Animal Products,1176.08,1211.16,1176.08,35.08,1000-1500
Austria,Milk - inc. cheese,258.09,367.62,Animal Products,1176.08,1211.16,1176.08,35.08,1000-1500
Austria,Wheat and Wheat Products,81.1,15.47,Non-Animal Products,35.08,1211.16,1176.08,35.08,1000-1500
Austria,Rice,3.7,4.73,Non-Animal Products,35.08,1211.16,1176.08,35.08,1000-1500
Austria,Soybeans,2.06,0.93,Non-Animal Products,35.08,1211.16,1176.08,35.08,1000-1500
Austria,Nuts inc. Peanut Butter,7.88,13.95,Non-Animal Products,35.08,1211.16,1176.08,35.08,1000-1500
Oman,Pork,0.01,0.04,Animal Products,1209.05,1296.7,1209.05,87.64999999999999,1000-1500
Oman,Poultry,31.51,33.849999999999994,Animal Products,1209.05,1296.7,1209.05,87.64999999999999,1000-1500
Oman,Beef,15.1,465.95,Animal Products,1209.05,1296.7,1209.05,87.64999999999999,1000-1500
Oman,Lamb & Goat,12.87,450.71,Animal Products,1209.05,1296.7,1209.05,87.64999999999999,1000-1500
Oman,Fish,21.56,34.42,Animal Products,1209.05,1296.7,1209.05,87.64999999999999,1000-1500
Oman,Eggs,7.8,7.17,Animal Products,1209.05,1296.7,1209.05,87.64999999999999,1000-1500
Oman,Milk - inc. cheese,152.28,216.91,Animal Products,1209.05,1296.7,1209.05,87.64999999999999,1000-1500
Oman,Wheat and Wheat Products,64.1,12.22,Non-Animal Products,87.64999999999999,1296.7,1209.05,87.64999999999999,1000-1500
Oman,Rice,56.55,72.36999999999999,Non-Animal Products,87.64999999999999,1296.7,1209.05,87.64999999999999,1000-1500
Oman,Soybeans,0.21,0.09,Non-Animal Products,87.64999999999999,1296.7,1209.05,87.64999999999999,1000-1500
Oman,Nuts inc. Peanut Butter,1.6800000000000002,2.97,Non-Animal Products,87.64999999999999,1296.7,1209.05,87.64999999999999,1000-1500
Italy,Pork,40.28,142.57,Animal Products,1157.56,1206.33,1157.56,48.77,1000-1500
Italy,Poultry,18.610000000000003,19.99,Animal Products,1157.56,1206.33,1157.56,48.77,1000-1500
Italy,Beef,18.6,573.9599999999999,Animal Products,1157.56,1206.33,1157.56,48.77,1000-1500
Italy,Lamb & Goat,0.92,32.220000000000006,Animal Products,1157.56,1206.33,1157.56,48.77,1000-1500
Italy,Fish,15.6,24.91,Animal Products,1157.56,1206.33,1157.56,48.77,1000-1500
Italy,Eggs,13.34,12.25,Animal Products,1157.56,1206.33,1157.56,48.77,1000-1500
Italy,Milk - inc. cheese,246.88,351.66,Animal Products,1157.56,1206.33,1157.56,48.77,1000-1500
Italy,Wheat and Wheat Products,146.37,27.91,Non-Animal Products,48.77,1206.33,1157.56,48.77,1000-1500
Italy,Rice,5.74,7.35,Non-Animal Products,48.77,1206.33,1157.56,48.77,1000-1500
Italy,Soybeans,0.01,0.0,Non-Animal Products,48.77,1206.33,1157.56,48.77,1000-1500
Italy,Nuts inc. Peanut Butter,7.63,13.51,Non-Animal Products,48.77,1206.33,1157.56,48.77,1000-1500
Bahamas,Pork,32.74,115.88,Animal Products,1147.44,1192.9,1147.44,45.46,1000-1500
Bahamas,Poultry,45.74,49.13,Animal Products,1147.44,1192.9,1147.44,45.46,1000-1500
Bahamas,Beef,19.92,614.69,Animal Products,1147.44,1192.9,1147.44,45.46,1000-1500
Bahamas,Lamb & Goat,5.22,182.8,Animal Products,1147.44,1192.9,1147.44,45.46,1000-1500
Bahamas,Fish,18.8,30.02,Animal Products,1147.44,1192.9,1147.44,45.46,1000-1500
Bahamas,Eggs,6.2,5.7,Animal Products,1147.44,1192.9,1147.44,45.46,1000-1500
Bahamas,Milk - inc. cheese,104.76,149.22,Animal Products,1147.44,1192.9,1147.44,45.46,1000-1500
Bahamas,Wheat and Wheat Products,39.98,7.619999999999999,Non-Animal Products,45.46,1192.9,1147.44,45.46,1000-1500
Bahamas,Rice,23.97,30.67,Non-Animal Products,45.46,1192.9,1147.44,45.46,1000-1500
Bahamas,Soybeans,0.09,0.04,Non-Animal Products,45.46,1192.9,1147.44,45.46,1000-1500
Bahamas,Nuts inc. Peanut Butter,4.03,7.13,Non-Animal Products,45.46,1192.9,1147.44,45.46,1000-1500
Portugal,Pork,37.91,134.18,Animal Products,1130.36,1174.28,1130.36,43.92,1000-1500
Portugal,Poultry,30.14,32.379999999999995,Animal Products,1130.36,1174.28,1130.36,43.92,1000-1500
Portugal,Beef,16.45,507.61,Animal Products,1130.36,1174.28,1130.36,43.92,1000-1500
Portugal,Lamb & Goat,2.38,83.35,Animal Products,1130.36,1174.28,1130.36,43.92,1000-1500
Portugal,Fish,45.39,72.47,Animal Products,1130.36,1174.28,1130.36,43.92,1000-1500
Portugal,Eggs,9.05,8.31,Animal Products,1130.36,1174.28,1130.36,43.92,1000-1500
Portugal,Milk - inc. cheese,205.04,292.06,Animal Products,1130.36,1174.28,1130.36,43.92,1000-1500
Portugal,Wheat and Wheat Products,94.3,17.979999999999997,Non-Animal Products,43.92,1174.28,1130.36,43.92,1000-1500
Portugal,Rice,14.86,19.02,Non-Animal Products,43.92,1174.28,1130.36,43.92,1000-1500
Portugal,Soybeans,0.01,0.0,Non-Animal Products,43.92,1174.28,1130.36,43.92,1000-1500
Portugal,Nuts inc. Peanut Butter,3.91,6.92,Non-Animal Products,43.92,1174.28,1130.36,43.92,1000-1500
Malta,Pork,34.24,121.19,Animal Products,1104.97,1147.91,1104.97,42.94,1000-1500
Malta,Poultry,26.4,28.36,Animal Products,1104.97,1147.91,1104.97,42.94,1000-1500
Malta,Beef,19.22,593.09,Animal Products,1104.97,1147.91,1104.97,42.94,1000-1500
Malta,Lamb & Goat,1.1900000000000002,41.67,Animal Products,1104.97,1147.91,1104.97,42.94,1000-1500
Malta,Fish,24.58,39.25,Animal Products,1104.97,1147.91,1104.97,42.94,1000-1500
Malta,Eggs,11.64,10.69,Animal Products,1104.97,1147.91,1104.97,42.94,1000-1500
Malta,Milk - inc. cheese,190.06,270.72,Animal Products,1104.97,1147.91,1104.97,42.94,1000-1500
Malta,Wheat and Wheat Products,139.58,26.62,Non-Animal Products,42.94,1147.91,1104.97,42.94,1000-1500
Malta,Rice,4.96,6.35,Non-Animal Products,42.94,1147.91,1104.97,42.94,1000-1500
Malta,Soybeans,0.05,0.02,Non-Animal Products,42.94,1147.91,1104.97,42.94,1000-1500
Malta,Nuts inc. Peanut Butter,5.619999999999999,9.95,Non-Animal Products,42.94,1147.91,1104.97,42.94,1000-1500
Armenia,Pork,9.67,34.230000000000004,Animal Products,1076.44,1109.93,1076.44,33.49,1000-1500
Armenia,Poultry,13.35,14.34,Animal Products,1076.44,1109.93,1076.44,33.49,1000-1500
Armenia,Beef,19.66,606.6700000000001,Animal Products,1076.44,1109.93,1076.44,33.49,1000-1500
Armenia,Lamb & Goat,3.02,105.76,Animal Products,1076.44,1109.93,1076.44,33.49,1000-1500
Armenia,Fish,4.359999999999999,6.96,Animal Products,1076.44,1109.93,1076.44,33.49,1000-1500
Armenia,Eggs,11.69,10.739999999999998,Animal Products,1076.44,1109.93,1076.44,33.49,1000-1500
Armenia,Milk - inc. cheese,209.03,297.74,Animal Products,1076.44,1109.93,1076.44,33.49,1000-1500
Armenia,Wheat and Wheat Products,130.6,24.91,Non-Animal Products,33.49,1109.93,1076.44,33.49,1000-1500
Armenia,Rice,3.18,4.07,Non-Animal Products,33.49,1109.93,1076.44,33.49,1000-1500
Armenia,Soybeans,0.0,0.0,Non-Animal Products,33.49,1109.93,1076.44,33.49,1000-1500
Armenia,Nuts inc. Peanut Butter,2.55,4.51,Non-Animal Products,33.49,1109.93,1076.44,33.49,1000-1500
Slovenia,Pork,28.19,99.78,Animal Products,1077.1,1111.5600000000002,1077.1,34.46,1000-1500
Slovenia,Poultry,23.46,25.2,Animal Products,1077.1,1111.5600000000002,1077.1,34.46,1000-1500
Slovenia,Beef,18.43,568.71,Animal Products,1077.1,1111.5600000000002,1077.1,34.46,1000-1500
Slovenia,Lamb & Goat,0.7899999999999999,27.67,Animal Products,1077.1,1111.5600000000002,1077.1,34.46,1000-1500
Slovenia,Fish,7.76,12.39,Animal Products,1077.1,1111.5600000000002,1077.1,34.46,1000-1500
Slovenia,Eggs,9.36,8.6,Animal Products,1077.1,1111.5600000000002,1077.1,34.46,1000-1500
Slovenia,Milk - inc. cheese,235.01,334.75,Animal Products,1077.1,1111.5600000000002,1077.1,34.46,1000-1500
Slovenia,Wheat and Wheat Products,103.43,19.72,Non-Animal Products,34.46,1111.5600000000002,1077.1,34.46,1000-1500
Slovenia,Rice,3.95,5.05,Non-Animal Products,34.46,1111.5600000000002,1077.1,34.46,1000-1500
Slovenia,Soybeans,0.75,0.3399999999999999,Non-Animal Products,34.46,1111.5600000000002,1077.1,34.46,1000-1500
Slovenia,Nuts inc. Peanut Butter,5.28,9.35,Non-Animal Products,34.46,1111.5600000000002,1077.1,34.46,1000-1500
Chile,Pork,24.68,87.35,Animal Products,1064.32,1099.57,1064.32,35.25,1000-1500
Chile,Poultry,36.52,39.23,Animal Products,1064.32,1099.57,1064.32,35.25,1000-1500
Chile,Beef,23.86,736.2700000000001,Animal Products,1064.32,1099.57,1064.32,35.25,1000-1500
Chile,Lamb & Goat,0.42,14.71,Animal Products,1064.32,1099.57,1064.32,35.25,1000-1500
Chile,Fish,7.649999999999999,12.21,Animal Products,1064.32,1099.57,1064.32,35.25,1000-1500
Chile,Eggs,9.97,9.16,Animal Products,1064.32,1099.57,1064.32,35.25,1000-1500
Chile,Milk - inc. cheese,116.11,165.39,Animal Products,1064.32,1099.57,1064.32,35.25,1000-1500
Chile,Wheat and Wheat Products,104.74,19.97,Non-Animal Products,35.25,1099.57,1064.32,35.25,1000-1500
Chile,Rice,8.850000000000001,11.33,Non-Animal Products,35.25,1099.57,1064.32,35.25,1000-1500
Chile,Soybeans,0.04,0.02,Non-Animal Products,35.25,1099.57,1064.32,35.25,1000-1500
Chile,Nuts inc. Peanut Butter,2.22,3.93,Non-Animal Products,35.25,1099.57,1064.32,35.25,1000-1500
Venezuela,Pork,7.23,25.59,Animal Products,1064.1699999999998,1104.1,1064.1699999999998,39.93,1000-1500
Venezuela,Poultry,39.28,42.190000000000005,Animal Products,1064.1699999999998,1104.1,1064.1699999999998,39.93,1000-1500
Venezuela,Beef,25.89,798.91,Animal Products,1064.1699999999998,1104.1,1064.1699999999998,39.93,1000-1500
Venezuela,Lamb & Goat,0.32,11.21,Animal Products,1064.1699999999998,1104.1,1064.1699999999998,39.93,1000-1500
Venezuela,Fish,8.34,13.32,Animal Products,1064.1699999999998,1104.1,1064.1699999999998,39.93,1000-1500
Venezuela,Eggs,5.63,5.17,Animal Products,1064.1699999999998,1104.1,1064.1699999999998,39.93,1000-1500
Venezuela,Milk - inc. cheese,117.79,167.78,Animal Products,1064.1699999999998,1104.1,1064.1699999999998,39.93,1000-1500
Venezuela,Wheat and Wheat Products,49.17,9.38,Non-Animal Products,39.93,1104.1,1064.1699999999998,39.93,1000-1500
Venezuela,Rice,23.39,29.93,Non-Animal Products,39.93,1104.1,1064.1699999999998,39.93,1000-1500
Venezuela,Soybeans,0.0,0.0,Non-Animal Products,39.93,1104.1,1064.1699999999998,39.93,1000-1500
Venezuela,Nuts inc. Peanut Butter,0.35,0.62,Non-Animal Products,39.93,1104.1,1064.1699999999998,39.93,1000-1500
Belgium,Pork,38.65,136.8,Animal Products,1056.74,1102.09,1056.74,45.35,1000-1500
Belgium,Poultry,12.2,13.11,Animal Products,1056.74,1102.09,1056.74,45.35,1000-1500
Belgium,Beef,15.63,482.31,Animal Products,1056.74,1102.09,1056.74,45.35,1000-1500
Belgium,Lamb & Goat,1.32,46.23,Animal Products,1056.74,1102.09,1056.74,45.35,1000-1500
Belgium,Fish,18.97,30.29,Animal Products,1056.74,1102.09,1056.74,45.35,1000-1500
Belgium,Eggs,12.59,11.57,Animal Products,1056.74,1102.09,1056.74,45.35,1000-1500
Belgium,Milk - inc. cheese,236.19,336.42999999999995,Animal Products,1056.74,1102.09,1056.74,45.35,1000-1500
Belgium,Wheat and Wheat Products,111.91,21.34,Non-Animal Products,45.35,1102.09,1056.74,45.35,1000-1500
Belgium,Rice,8.61,11.02,Non-Animal Products,45.35,1102.09,1056.74,45.35,1000-1500
Belgium,Soybeans,0.07,0.03,Non-Animal Products,45.35,1102.09,1056.74,45.35,1000-1500
Belgium,Nuts inc. Peanut Butter,7.319999999999999,12.96,Non-Animal Products,45.35,1102.09,1056.74,45.35,1000-1500
Germany,Pork,51.81,183.38,Animal Products,1031.62,1066.29,1031.62,34.67,1000-1500
Germany,Poultry,17.75,19.07,Animal Products,1031.62,1066.29,1031.62,34.67,1000-1500
Germany,Beef,13.16,406.09,Animal Products,1031.62,1066.29,1031.62,34.67,1000-1500
Germany,Lamb & Goat,0.73,25.56,Animal Products,1031.62,1066.29,1031.62,34.67,1000-1500
Germany,Fish,11.16,17.82,Animal Products,1031.62,1066.29,1031.62,34.67,1000-1500
Germany,Eggs,12.2,11.21,Animal Products,1031.62,1066.29,1031.62,34.67,1000-1500
Germany,Milk - inc. cheese,258.7,368.49,Animal Products,1031.62,1066.29,1031.62,34.67,1000-1500
Germany,Wheat and Wheat Products,83.41000000000001,15.91,Non-Animal Products,34.67,1066.29,1031.62,34.67,1000-1500
Germany,Rice,3.34,4.2700000000000005,Non-Animal Products,34.67,1066.29,1031.62,34.67,1000-1500
Germany,Soybeans,0.88,0.4,Non-Animal Products,34.67,1066.29,1031.62,34.67,1000-1500
Germany,Nuts inc. Peanut Butter,7.96,14.09,Non-Animal Products,34.67,1066.29,1031.62,34.67,1000-1500
Russia,Pork,25.66,90.82,Animal Products,973.76,1007.66,973.76,33.9,1000-1500
Russia,Poultry,27.5,29.54,Animal Products,973.76,1007.66,973.76,33.9,1000-1500
Russia,Beef,16.979999999999997,523.97,Animal Products,973.76,1007.66,973.76,33.9,1000-1500
Russia,Lamb & Goat,1.4,49.03,Animal Products,973.76,1007.66,973.76,33.9,1000-1500
Russia,Fish,20.82,33.24,Animal Products,973.76,1007.66,973.76,33.9,1000-1500
Russia,Eggs,15.43,14.17,Animal Products,973.76,1007.66,973.76,33.9,1000-1500
Russia,Milk - inc. cheese,163.57,232.99,Animal Products,973.76,1007.66,973.76,33.9,1000-1500
Russia,Wheat and Wheat Products,130.99,24.98,Non-Animal Products,33.9,1007.66,973.76,33.9,1000-1500
Russia,Rice,4.71,6.03,Non-Animal Products,33.9,1007.66,973.76,33.9,1000-1500
Russia,Soybeans,0.05,0.02,Non-Animal Products,33.9,1007.66,973.76,33.9,1000-1500
Russia,Nuts inc. Peanut Butter,1.62,2.87,Non-Animal Products,33.9,1007.66,973.76,33.9,1000-1500
Croatia,Pork,42.790000000000006,151.46,Animal Products,965.57,996.15,965.57,30.58,500-1000
Croatia,Poultry,8.52,9.15,Animal Products,965.57,996.15,965.57,30.58,500-1000
Croatia,Beef,12.41,382.95,Animal Products,965.57,996.15,965.57,30.58,500-1000
Croatia,Lamb & Goat,1.71,59.88,Animal Products,965.57,996.15,965.57,30.58,500-1000
Croatia,Fish,15.83,25.28,Animal Products,965.57,996.15,965.57,30.58,500-1000
Croatia,Eggs,8.48,7.79,Animal Products,965.57,996.15,965.57,30.58,500-1000
Croatia,Milk - inc. cheese,231.02,329.06,Animal Products,965.57,996.15,965.57,30.58,500-1000
Croatia,Wheat and Wheat Products,106.59,20.33,Non-Animal Products,30.58,996.15,965.57,30.58,500-1000
Croatia,Rice,2.64,3.38,Non-Animal Products,30.58,996.15,965.57,30.58,500-1000
Croatia,Soybeans,0.0,0.0,Non-Animal Products,30.58,996.15,965.57,30.58,500-1000
Croatia,Nuts inc. Peanut Butter,3.88,6.87,Non-Animal Products,30.58,996.15,965.57,30.58,500-1000
Belarus,Pork,40.37,142.89,Animal Products,938.54,960.22,938.54,21.68,500-1000
Belarus,Poultry,31.29,33.61,Animal Products,938.54,960.22,938.54,21.68,500-1000
Belarus,Beef,17.110000000000003,527.98,Animal Products,938.54,960.22,938.54,21.68,500-1000
Belarus,Lamb & Goat,0.11,3.85,Animal Products,938.54,960.22,938.54,21.68,500-1000
Belarus,Fish,15.75,25.15,Animal Products,938.54,960.22,938.54,21.68,500-1000
Belarus,Eggs,15.86,14.57,Animal Products,938.54,960.22,938.54,21.68,500-1000
Belarus,Milk - inc. cheese,133.73,190.49,Animal Products,938.54,960.22,938.54,21.68,500-1000
Belarus,Wheat and Wheat Products,60.48,11.53,Non-Animal Products,21.68,960.22,938.54,21.68,500-1000
Belarus,Rice,3.17,4.06,Non-Animal Products,21.68,960.22,938.54,21.68,500-1000
Belarus,Soybeans,0.3,0.14,Non-Animal Products,21.68,960.22,938.54,21.68,500-1000
Belarus,Nuts inc. Peanut Butter,3.36,5.95,Non-Animal Products,21.68,960.22,938.54,21.68,500-1000
Spain,Pork,48.92,173.15,Animal Products,946.74,988.47,946.74,41.73,500-1000
Spain,Poultry,28.630000000000003,30.75,Animal Products,946.74,988.47,946.74,41.73,500-1000
Spain,Beef,12.15,374.92,Animal Products,946.74,988.47,946.74,41.73,500-1000
Spain,Lamb & Goat,2.16,75.64,Animal Products,946.74,988.47,946.74,41.73,500-1000
Spain,Fish,28.83,46.03,Animal Products,946.74,988.47,946.74,41.73,500-1000
Spain,Eggs,13.32,12.239999999999998,Animal Products,946.74,988.47,946.74,41.73,500-1000
Spain,Milk - inc. cheese,164.29,234.01,Animal Products,946.74,988.47,946.74,41.73,500-1000
Spain,Wheat and Wheat Products,93.88,17.9,Non-Animal Products,41.73,988.47,946.74,41.73,500-1000
Spain,Rice,8.32,10.65,Non-Animal Products,41.73,988.47,946.74,41.73,500-1000
Spain,Soybeans,0.02,0.01,Non-Animal Products,41.73,988.47,946.74,41.73,500-1000
Spain,Nuts inc. Peanut Butter,7.44,13.17,Non-Animal Products,41.73,988.47,946.74,41.73,500-1000
Paraguay,Pork,26.24,92.88,Animal Products,861.5500000000001,876.6700000000001,861.5500000000001,15.12,500-1000
Paraguay,Poultry,6.39,6.859999999999999,Animal Products,861.5500000000001,876.6700000000001,861.5500000000001,15.12,500-1000
Paraguay,Beef,19.81,611.2900000000001,Animal Products,861.5500000000001,876.6700000000001,861.5500000000001,15.12,500-1000
Paraguay,Lamb & Goat,0.56,19.610000000000003,Animal Products,861.5500000000001,876.6700000000001,861.5500000000001,15.12,500-1000
Paraguay,Fish,3.6,5.75,Animal Products,861.5500000000001,876.6700000000001,861.5500000000001,15.12,500-1000
Paraguay,Eggs,18.83,17.3,Animal Products,861.5500000000001,876.6700000000001,861.5500000000001,15.12,500-1000
Paraguay,Milk - inc. cheese,75.72,107.86,Animal Products,861.5500000000001,876.6700000000001,861.5500000000001,15.12,500-1000
Paraguay,Wheat and Wheat Products,31.51,6.01,Non-Animal Products,15.12,876.6700000000001,861.5500000000001,15.12,500-1000
Paraguay,Rice,4.91,6.28,Non-Animal Products,15.12,876.6700000000001,861.5500000000001,15.12,500-1000
Paraguay,Soybeans,0.0,0.0,Non-Animal Products,15.12,876.6700000000001,861.5500000000001,15.12,500-1000
Paraguay,Nuts inc. Peanut Butter,1.6,2.83,Non-Animal Products,15.12,876.6700000000001,861.5500000000001,15.12,500-1000
New Caledonia,Pork,19.9,70.44000000000001,Animal Products,875.1800000000001,918.62,875.1800000000001,43.44,500-1000
New Caledonia,Poultry,44.36,47.65,Animal Products,875.1800000000001,918.62,875.1800000000001,43.44,500-1000
New Caledonia,Beef,16.07,495.89,Animal Products,875.1800000000001,918.62,875.1800000000001,43.44,500-1000
New Caledonia,Lamb & Goat,1.95,68.29,Animal Products,875.1800000000001,918.62,875.1800000000001,43.44,500-1000
New Caledonia,Fish,19.38,30.94,Animal Products,875.1800000000001,918.62,875.1800000000001,43.44,500-1000
New Caledonia,Eggs,8.850000000000001,8.129999999999999,Animal Products,875.1800000000001,918.62,875.1800000000001,43.44,500-1000
New Caledonia,Milk - inc. cheese,108.0,153.84,Animal Products,875.1800000000001,918.62,875.1800000000001,43.44,500-1000
New Caledonia,Wheat and Wheat Products,81.75,15.59,Non-Animal Products,43.44,918.62,875.1800000000001,43.44,500-1000
New Caledonia,Rice,17.47,22.36,Non-Animal Products,43.44,918.62,875.1800000000001,43.44,500-1000
New Caledonia,Soybeans,0.55,0.25,Non-Animal Products,43.44,918.62,875.1800000000001,43.44,500-1000
New Caledonia,Nuts inc. Peanut Butter,2.96,5.24,Non-Animal Products,43.44,918.62,875.1800000000001,43.44,500-1000
South Africa,Pork,4.159999999999999,14.72,Animal Products,856.25,892.4100000000001,856.25,36.16,500-1000
South Africa,Poultry,37.57,40.36,Animal Products,856.25,892.4100000000001,856.25,36.16,500-1000
South Africa,Beef,18.03,556.37,Animal Products,856.25,892.4100000000001,856.25,36.16,500-1000
South Africa,Lamb & Goat,4.28,149.89,Animal Products,856.25,892.4100000000001,856.25,36.16,500-1000
South Africa,Fish,5.56,8.88,Animal Products,856.25,892.4100000000001,856.25,36.16,500-1000
South Africa,Eggs,7.21,6.619999999999999,Animal Products,856.25,892.4100000000001,856.25,36.16,500-1000
South Africa,Milk - inc. cheese,55.75,79.41000000000001,Animal Products,856.25,892.4100000000001,856.25,36.16,500-1000
South Africa,Wheat and Wheat Products,60.13,11.47,Non-Animal Products,36.16,892.4100000000001,856.25,36.16,500-1000
South Africa,Rice,17.41,22.28,Non-Animal Products,36.16,892.4100000000001,856.25,36.16,500-1000
South Africa,Soybeans,1.27,0.5700000000000001,Non-Animal Products,36.16,892.4100000000001,856.25,36.16,500-1000
South Africa,Nuts inc. Peanut Butter,1.04,1.84,Non-Animal Products,36.16,892.4100000000001,856.25,36.16,500-1000
Barbados,Pork,8.3,29.38,Animal Products,849.13,889.11,849.13,39.98,500-1000
Barbados,Poultry,42.620000000000005,45.78,Animal Products,849.13,889.11,849.13,39.98,500-1000
Barbados,Beef,13.13,405.16,Animal Products,849.13,889.11,849.13,39.98,500-1000
Barbados,Lamb & Goat,4.08,142.88000000000002,Animal Products,849.13,889.11,849.13,39.98,500-1000
Barbados,Fish,37.41,59.73,Animal Products,849.13,889.11,849.13,39.98,500-1000
Barbados,Eggs,9.61,8.83,Animal Products,849.13,889.11,849.13,39.98,500-1000
Barbados,Milk - inc. cheese,110.48,157.37,Animal Products,849.13,889.11,849.13,39.98,500-1000
Barbados,Wheat and Wheat Products,65.71000000000001,12.53,Non-Animal Products,39.98,889.11,849.13,39.98,500-1000
Barbados,Rice,15.66,20.04,Non-Animal Products,39.98,889.11,849.13,39.98,500-1000
Barbados,Soybeans,0.1,0.05,Non-Animal Products,39.98,889.11,849.13,39.98,500-1000
Barbados,Nuts inc. Peanut Butter,4.159999999999999,7.359999999999999,Non-Animal Products,39.98,889.11,849.13,39.98,500-1000
Lithuania,Pork,45.67,161.65,Animal Products,838.0,868.9000000000001,838.0,30.9,500-1000
Lithuania,Poultry,26.84,28.83,Animal Products,838.0,868.9000000000001,838.0,30.9,500-1000
Lithuania,Beef,4.49,138.55,Animal Products,838.0,868.9000000000001,838.0,30.9,500-1000
Lithuania,Lamb & Goat,0.24,8.4,Animal Products,838.0,868.9000000000001,838.0,30.9,500-1000
Lithuania,Fish,42.39,67.67999999999999,Animal Products,838.0,868.9000000000001,838.0,30.9,500-1000
Lithuania,Eggs,13.11,12.04,Animal Products,838.0,868.9000000000001,838.0,30.9,500-1000
Lithuania,Milk - inc. cheese,295.46,420.85,Animal Products,838.0,868.9000000000001,838.0,30.9,500-1000
Lithuania,Wheat and Wheat Products,121.59,23.19,Non-Animal Products,30.9,868.9000000000001,838.0,30.9,500-1000
