country,co2_emmission_all,food_category_x,consumption,co2_emmission_x,food_category_y,co2_emmission_y
Liberia,203.38,Nuts inc. Peanut Butter,1.31,2.32,Non-Animal Products,125.94
Lithuania,868.9000000000001,Pork,45.67,161.65,Animal Products,838.0
Lithuania,868.9000000000001,Pork,45.67,161.65,Non-Animal Products,30.9
Lithuania,868.9000000000001,Poultry,26.84,28.83,Animal Products,838.0
Lithuania,868.9000000000001,Poultry,26.84,28.83,Non-Animal Products,30.9
Lithuania,868.9000000000001,Beef,4.49,138.55,Animal Products,838.0
Lithuania,868.9000000000001,Beef,4.49,138.55,Non-Animal Products,30.9
Lithuania,868.9000000000001,Lamb & Goat,0.24,8.4,Animal Products,838.0
Lithuania,868.9000000000001,Lamb & Goat,0.24,8.4,Non-Animal Products,30.9
Lithuania,868.9000000000001,Fish,42.39,67.67999999999999,Animal Products,838.0
Lithuania,868.9000000000001,Fish,42.39,67.67999999999999,Non-Animal Products,30.9
Lithuania,868.9000000000001,Eggs,13.11,12.04,Animal Products,838.0
Lithuania,868.9000000000001,Eggs,13.11,12.04,Non-Animal Products,30.9
Lithuania,868.9000000000001,Milk - inc. cheese,295.46,420.85,Animal Products,838.0
Lithuania,868.9000000000001,Milk - inc. cheese,295.46,420.85,Non-Animal Products,30.9
Lithuania,868.9000000000001,Wheat and Wheat Products,121.59,23.19,Animal Products,838.0
Lithuania,868.9000000000001,Wheat and Wheat Products,121.59,23.19,Non-Animal Products,30.9
Lithuania,868.9000000000001,Rice,3.07,3.93,Animal Products,838.0
Lithuania,868.9000000000001,Rice,3.07,3.93,Non-Animal Products,30.9
Lithuania,868.9000000000001,Soybeans,0.02,0.01,Animal Products,838.0
Lithuania,868.9000000000001,Soybeans,0.02,0.01,Non-Animal Products,30.9
Lithuania,868.9000000000001,Nuts inc. Peanut Butter,2.13,3.77,Animal Products,838.0
Lithuania,868.9000000000001,Nuts inc. Peanut Butter,2.13,3.77,Non-Animal Products,30.9
Luxembourg,1598.41,Pork,43.58,154.25,Animal Products,1571.69
Luxembourg,1598.41,Pork,43.58,154.25,Non-Animal Products,26.72
Luxembourg,1598.41,Poultry,21.37,22.96,Animal Products,1571.69
Luxembourg,1598.41,Poultry,21.37,22.96,Non-Animal Products,26.72
Luxembourg,1598.41,Beef,29.88,922.03,Animal Products,1571.69
Luxembourg,1598.41,Beef,29.88,922.03,Non-Animal Products,26.72
Luxembourg,1598.41,Lamb & Goat,1.6700000000000002,58.48,Animal Products,1571.69
Luxembourg,1598.41,Lamb & Goat,1.6700000000000002,58.48,Non-Animal Products,26.72
Luxembourg,1598.41,Fish,23.09,36.87,Animal Products,1571.69
Luxembourg,1598.41,Fish,23.09,36.87,Non-Animal Products,26.72
Luxembourg,1598.41,Eggs,14.64,13.45,Animal Products,1571.69
Luxembourg,1598.41,Eggs,14.64,13.45,Non-Animal Products,26.72
Luxembourg,1598.41,Milk - inc. cheese,255.3,363.65,Animal Products,1571.69
Luxembourg,1598.41,Milk - inc. cheese,255.3,363.65,Non-Animal Products,26.72
Luxembourg,1598.41,Wheat and Wheat Products,103.2,19.68,Animal Products,1571.69
Luxembourg,1598.41,Wheat and Wheat Products,103.2,19.68,Non-Animal Products,26.72
Luxembourg,1598.41,Rice,4.2,5.37,Animal Products,1571.69
Luxembourg,1598.41,Rice,4.2,5.37,Non-Animal Products,26.72
Luxembourg,1598.41,Soybeans,0.04,0.02,Animal Products,1571.69
Luxembourg,1598.41,Soybeans,0.04,0.02,Non-Animal Products,26.72
Luxembourg,1598.41,Nuts inc. Peanut Butter,0.93,1.65,Animal Products,1571.69
Luxembourg,1598.41,Nuts inc. Peanut Butter,0.93,1.65,Non-Animal Products,26.72
Macedonia,600.75,Pork,10.35,36.63,Animal Products,566.5600000000001
Macedonia,600.75,Pork,10.35,36.63,Non-Animal Products,34.19
Macedonia,600.75,Poultry,18.77,20.16,Animal Products,566.5600000000001
Macedonia,600.75,Poultry,18.77,20.16,Non-Animal Products,34.19
Macedonia,600.75,Beef,7.689999999999999,237.3,Animal Products,566.5600000000001
Macedonia,600.75,Beef,7.689999999999999,237.3,Non-Animal Products,34.19
Macedonia,600.75,Lamb & Goat,0.94,32.92,Animal Products,566.5600000000001
Macedonia,600.75,Lamb & Goat,0.94,32.92,Non-Animal Products,34.19
Macedonia,600.75,Fish,5.470000000000001,8.729999999999999,Animal Products,566.5600000000001
Macedonia,600.75,Fish,5.470000000000001,8.729999999999999,Non-Animal Products,34.19
Macedonia,600.75,Eggs,6.38,5.859999999999999,Animal Products,566.5600000000001
Macedonia,600.75,Eggs,6.38,5.859999999999999,Non-Animal Products,34.19
Macedonia,600.75,Milk - inc. cheese,157.93,224.96,Animal Products,566.5600000000001
Macedonia,600.75,Milk - inc. cheese,157.93,224.96,Non-Animal Products,34.19
Macedonia,600.75,Wheat and Wheat Products,104.8,19.99,Animal Products,566.5600000000001
Macedonia,600.75,Wheat and Wheat Products,104.8,19.99,Non-Animal Products,34.19
Macedonia,600.75,Rice,2.81,3.6,Animal Products,566.5600000000001
Macedonia,600.75,Rice,2.81,3.6,Non-Animal Products,34.19
Macedonia,600.75,Soybeans,0.46,0.21,Animal Products,566.5600000000001
Macedonia,600.75,Soybeans,0.46,0.21,Non-Animal Products,34.19
Macedonia,600.75,Nuts inc. Peanut Butter,5.87,10.39,Animal Products,566.5600000000001
Macedonia,600.75,Nuts inc. Peanut Butter,5.87,10.39,Non-Animal Products,34.19
Madagascar,440.75,Pork,2.56,9.06,Animal Products,307.2
Madagascar,440.75,Pork,2.56,9.06,Non-Animal Products,133.54999999999998
Madagascar,440.75,Poultry,3.14,3.37,Animal Products,307.2
Madagascar,440.75,Poultry,3.14,3.37,Non-Animal Products,133.54999999999998
Madagascar,440.75,Beef,7.51,231.74,Animal Products,307.2
Madagascar,440.75,Beef,7.51,231.74,Non-Animal Products,133.54999999999998
Madagascar,440.75,Lamb & Goat,0.5700000000000001,19.96,Animal Products,307.2
Madagascar,440.75,Lamb & Goat,0.5700000000000001,19.96,Non-Animal Products,133.54999999999998
Madagascar,440.75,Fish,4.41,7.04,Animal Products,307.2
Madagascar,440.75,Fish,4.41,7.04,Non-Animal Products,133.54999999999998
Madagascar,440.75,Eggs,0.71,0.65,Animal Products,307.2
Madagascar,440.75,Eggs,0.71,0.65,Non-Animal Products,133.54999999999998
Madagascar,440.75,Milk - inc. cheese,24.84,35.379999999999995,Animal Products,307.2
Madagascar,440.75,Milk - inc. cheese,24.84,35.379999999999995,Non-Animal Products,133.54999999999998
Madagascar,440.75,Wheat and Wheat Products,9.01,1.72,Animal Products,307.2
Madagascar,440.75,Wheat and Wheat Products,9.01,1.72,Non-Animal Products,133.54999999999998
Madagascar,440.75,Rice,102.53,131.20999999999998,Animal Products,307.2
Madagascar,440.75,Rice,102.53,131.20999999999998,Non-Animal Products,133.54999999999998
Madagascar,440.75,Soybeans,0.0,0.0,Animal Products,307.2
Madagascar,440.75,Soybeans,0.0,0.0,Non-Animal Products,133.54999999999998
Madagascar,440.75,Nuts inc. Peanut Butter,0.35,0.62,Animal Products,307.2
Madagascar,440.75,Nuts inc. Peanut Butter,0.35,0.62,Non-Animal Products,133.54999999999998
Malawi,207.94,Pork,5.45,19.29,Animal Products,189.84
Malawi,207.94,Pork,5.45,19.29,Non-Animal Products,18.1
Malawi,207.94,Poultry,1.38,1.48,Animal Products,189.84
Malawi,207.94,Poultry,1.38,1.48,Non-Animal Products,18.1
Malawi,207.94,Beef,2.35,72.52,Animal Products,189.84
Malawi,207.94,Beef,2.35,72.52,Non-Animal Products,18.1
Malawi,207.94,Lamb & Goat,2.07,72.49000000000001,Animal Products,189.84
Malawi,207.94,Lamb & Goat,2.07,72.49000000000001,Non-Animal Products,18.1
Malawi,207.94,Fish,7.33,11.7,Animal Products,189.84
Malawi,207.94,Fish,7.33,11.7,Non-Animal Products,18.1
Malawi,207.94,Eggs,1.08,0.99,Animal Products,189.84
Malawi,207.94,Eggs,1.08,0.99,Non-Animal Products,18.1
Malawi,207.94,Milk - inc. cheese,7.98,11.37,Animal Products,189.84
Malawi,207.94,Milk - inc. cheese,7.98,11.37,Non-Animal Products,18.1
Malawi,207.94,Wheat and Wheat Products,11.77,2.24,Animal Products,189.84
Malawi,207.94,Wheat and Wheat Products,11.77,2.24,Non-Animal Products,18.1
Malawi,207.94,Rice,4.75,6.08,Animal Products,189.84
Malawi,207.94,Rice,4.75,6.08,Non-Animal Products,18.1
Malawi,207.94,Soybeans,1.76,0.7899999999999999,Animal Products,189.84
Malawi,207.94,Soybeans,1.76,0.7899999999999999,Non-Animal Products,18.1
Malawi,207.94,Nuts inc. Peanut Butter,5.08,8.99,Animal Products,189.84
Malawi,207.94,Nuts inc. Peanut Butter,5.08,8.99,Non-Animal Products,18.1
Malaysia,554.64,Pork,7.76,27.47,Animal Products,435.78
Malaysia,554.64,Pork,7.76,27.47,Non-Animal Products,118.86
Malaysia,554.64,Poultry,41.01,44.05,Animal Products,435.78
Malaysia,554.64,Poultry,41.01,44.05,Non-Animal Products,118.86
Malaysia,554.64,Beef,6.52,201.19,Animal Products,435.78
Malaysia,554.64,Beef,6.52,201.19,Non-Animal Products,118.86
Malaysia,554.64,Lamb & Goat,0.94,32.92,Animal Products,435.78
Malaysia,554.64,Lamb & Goat,0.94,32.92,Non-Animal Products,118.86
Malaysia,554.64,Fish,49.43,78.92,Animal Products,435.78
Malaysia,554.64,Fish,49.43,78.92,Non-Animal Products,118.86
Malaysia,554.64,Eggs,16.57,15.22,Animal Products,435.78
Malaysia,554.64,Eggs,16.57,15.22,Non-Animal Products,118.86
Malaysia,554.64,Milk - inc. cheese,25.28,36.01,Animal Products,435.78
Malaysia,554.64,Milk - inc. cheese,25.28,36.01,Non-Animal Products,118.86
Malaysia,554.64,Wheat and Wheat Products,51.04,9.73,Animal Products,435.78
Malaysia,554.64,Wheat and Wheat Products,51.04,9.73,Non-Animal Products,118.86
Malaysia,554.64,Rice,81.25,103.98,Animal Products,435.78
Malaysia,554.64,Rice,81.25,103.98,Non-Animal Products,118.86
Malaysia,554.64,Soybeans,0.04,0.02,Animal Products,435.78
Malaysia,554.64,Soybeans,0.04,0.02,Non-Animal Products,118.86
Malaysia,554.64,Nuts inc. Peanut Butter,2.9,5.13,Animal Products,435.78
Malaysia,554.64,Nuts inc. Peanut Butter,2.9,5.13,Non-Animal Products,118.86
Maldives,903.46,Pork,1.22,4.319999999999999,Animal Products,795.6
Maldives,903.46,Pork,1.22,4.319999999999999,Non-Animal Products,107.86
Maldives,903.46,Poultry,18.47,19.84,Animal Products,795.6
Maldives,903.46,Poultry,18.47,19.84,Non-Animal Products,107.86
Maldives,903.46,Beef,9.44,291.3,Animal Products,795.6
Maldives,903.46,Beef,9.44,291.3,Non-Animal Products,107.86
Maldives,903.46,Lamb & Goat,0.7,24.51,Animal Products,795.6
Maldives,903.46,Lamb & Goat,0.7,24.51,Non-Animal Products,107.86
Maldives,903.46,Fish,179.70999999999998,286.94,Animal Products,795.6
Maldives,903.46,Fish,179.70999999999998,286.94,Non-Animal Products,107.86
Maldives,903.46,Eggs,10.79,9.91,Animal Products,795.6
Maldives,903.46,Eggs,10.79,9.91,Non-Animal Products,107.86
Maldives,903.46,Milk - inc. cheese,111.47,158.78,Animal Products,795.6
Maldives,903.46,Milk - inc. cheese,111.47,158.78,Non-Animal Products,107.86
Maldives,903.46,Wheat and Wheat Products,77.77,14.83,Animal Products,795.6
Maldives,903.46,Wheat and Wheat Products,77.77,14.83,Non-Animal Products,107.86
Maldives,903.46,Rice,50.73,64.92,Animal Products,795.6
Maldives,903.46,Rice,50.73,64.92,Non-Animal Products,107.86
Maldives,903.46,Soybeans,0.2,0.09,Animal Products,795.6
Maldives,903.46,Soybeans,0.2,0.09,Non-Animal Products,107.86
Maldives,903.46,Nuts inc. Peanut Butter,15.83,28.02,Animal Products,795.6
Maldives,903.46,Nuts inc. Peanut Butter,15.83,28.02,Non-Animal Products,107.86
Malta,1147.91,Pork,34.24,121.19,Animal Products,1104.97
Malta,1147.91,Pork,34.24,121.19,Non-Animal Products,42.94
Malta,1147.91,Poultry,26.4,28.36,Animal Products,1104.97
Malta,1147.91,Poultry,26.4,28.36,Non-Animal Products,42.94
Malta,1147.91,Beef,19.22,593.09,Animal Products,1104.97
Malta,1147.91,Beef,19.22,593.09,Non-Animal Products,42.94
Malta,1147.91,Lamb & Goat,1.1900000000000002,41.67,Animal Products,1104.97
Malta,1147.91,Lamb & Goat,1.1900000000000002,41.67,Non-Animal Products,42.94
Malta,1147.91,Fish,24.58,39.25,Animal Products,1104.97
Malta,1147.91,Fish,24.58,39.25,Non-Animal Products,42.94
Malta,1147.91,Eggs,11.64,10.69,Animal Products,1104.97
Malta,1147.91,Eggs,11.64,10.69,Non-Animal Products,42.94
Malta,1147.91,Milk - inc. cheese,190.06,270.72,Animal Products,1104.97
Malta,1147.91,Milk - inc. cheese,190.06,270.72,Non-Animal Products,42.94
Malta,1147.91,Wheat and Wheat Products,139.58,26.62,Animal Products,1104.97
Malta,1147.91,Wheat and Wheat Products,139.58,26.62,Non-Animal Products,42.94
Malta,1147.91,Rice,4.96,6.35,Animal Products,1104.97
Malta,1147.91,Rice,4.96,6.35,Non-Animal Products,42.94
Malta,1147.91,Soybeans,0.05,0.02,Animal Products,1104.97
Malta,1147.91,Soybeans,0.05,0.02,Non-Animal Products,42.94
Malta,1147.91,Nuts inc. Peanut Butter,5.619999999999999,9.95,Animal Products,1104.97
Malta,1147.91,Nuts inc. Peanut Butter,5.619999999999999,9.95,Non-Animal Products,42.94
Mauritius,672.07,Pork,4.08,14.44,Animal Products,587.77
Mauritius,672.07,Pork,4.08,14.44,Non-Animal Products,84.3
Mauritius,672.07,Poultry,38.51,41.37,Animal Products,587.77
Mauritius,672.07,Poultry,38.51,41.37,Non-Animal Products,84.3
Mauritius,672.07,Beef,5.99,184.84,Animal Products,587.77
Mauritius,672.07,Beef,5.99,184.84,Non-Animal Products,84.3
Mauritius,672.07,Lamb & Goat,4.08,142.88000000000002,Animal Products,587.77
Mauritius,672.07,Lamb & Goat,4.08,142.88000000000002,Non-Animal Products,84.3
Mauritius,672.07,Fish,19.66,31.39,Animal Products,587.77
Mauritius,672.07,Fish,19.66,31.39,Non-Animal Products,84.3
Mauritius,672.07,Eggs,6.319999999999999,5.81,Animal Products,587.77
Mauritius,672.07,Eggs,6.319999999999999,5.81,Non-Animal Products,84.3
Mauritius,672.07,Milk - inc. cheese,117.27,167.04,Animal Products,587.77
Mauritius,672.07,Milk - inc. cheese,117.27,167.04,Non-Animal Products,84.3
Mauritius,672.07,Wheat and Wheat Products,114.02,21.74,Animal Products,587.77
Mauritius,672.07,Wheat and Wheat Products,114.02,21.74,Non-Animal Products,84.3
Mauritius,672.07,Rice,45.56,58.3,Animal Products,587.77
Mauritius,672.07,Rice,45.56,58.3,Non-Animal Products,84.3
Mauritius,672.07,Soybeans,0.3,0.14,Animal Products,587.77
Mauritius,672.07,Soybeans,0.3,0.14,Non-Animal Products,84.3
Mauritius,672.07,Nuts inc. Peanut Butter,2.33,4.119999999999999,Animal Products,587.77
Mauritius,672.07,Nuts inc. Peanut Butter,2.33,4.119999999999999,Non-Animal Products,84.3
Mexico,797.13,Pork,15.23,53.91,Animal Products,778.75
Mexico,797.13,Pork,15.23,53.91,Non-Animal Products,18.38
Mexico,797.13,Poultry,30.12,32.349999999999994,Animal Products,778.75
Mexico,797.13,Poultry,30.12,32.349999999999994,Non-Animal Products,18.38
Mexico,797.13,Beef,15.33,473.05,Animal Products,778.75
Mexico,797.13,Beef,15.33,473.05,Non-Animal Products,18.38
Mexico,797.13,Lamb & Goat,0.89,31.17,Animal Products,778.75
Mexico,797.13,Lamb & Goat,0.89,31.17,Non-Animal Products,18.38
Mexico,797.13,Fish,7.56,12.07,Animal Products,778.75
Mexico,797.13,Fish,7.56,12.07,Non-Animal Products,18.38
Mexico,797.13,Eggs,18.34,16.85,Animal Products,778.75
Mexico,797.13,Eggs,18.34,16.85,Non-Animal Products,18.38
Mexico,797.13,Milk - inc. cheese,111.87,159.35000000000002,Animal Products,778.75
Mexico,797.13,Milk - inc. cheese,111.87,159.35000000000002,Non-Animal Products,18.38
Mexico,797.13,Wheat and Wheat Products,35.21,6.71,Animal Products,778.75
Mexico,797.13,Wheat and Wheat Products,35.21,6.71,Non-Animal Products,18.38
Mexico,797.13,Rice,5.64,7.22,Animal Products,778.75
Mexico,797.13,Rice,5.64,7.22,Non-Animal Products,18.38
Mexico,797.13,Soybeans,0.02,0.01,Animal Products,778.75
Mexico,797.13,Soybeans,0.02,0.01,Non-Animal Products,18.38
Mexico,797.13,Nuts inc. Peanut Butter,2.51,4.44,Animal Products,778.75
Mexico,797.13,Nuts inc. Peanut Butter,2.51,4.44,Non-Animal Products,18.38
Morocco,576.42,Pork,0.01,0.04,Animal Products,535.02
Morocco,576.42,Pork,0.01,0.04,Non-Animal Products,41.400000000000006
Morocco,576.42,Poultry,20.77,22.31,Animal Products,535.02
Morocco,576.42,Poultry,20.77,22.31,Non-Animal Products,41.400000000000006
Morocco,576.42,Beef,8.04,248.1,Animal Products,535.02
Morocco,576.42,Beef,8.04,248.1,Non-Animal Products,41.400000000000006
Morocco,576.42,Lamb & Goat,4.359999999999999,152.69,Animal Products,535.02
Morocco,576.42,Lamb & Goat,4.359999999999999,152.69,Non-Animal Products,41.400000000000006
Morocco,576.42,Fish,17.439999999999998,27.85,Animal Products,535.02
Morocco,576.42,Fish,17.439999999999998,27.85,Non-Animal Products,41.400000000000006
Morocco,576.42,Eggs,6.68,6.14,Animal Products,535.02
Morocco,576.42,Eggs,6.68,6.14,Non-Animal Products,41.400000000000006
Morocco,576.42,Milk - inc. cheese,54.68,77.89,Animal Products,535.02
Morocco,576.42,Milk - inc. cheese,54.68,77.89,Non-Animal Products,41.400000000000006
Morocco,576.42,Wheat and Wheat Products,179.7,34.27,Animal Products,535.02
Morocco,576.42,Wheat and Wheat Products,179.7,34.27,Non-Animal Products,41.400000000000006
Morocco,576.42,Rice,1.1,1.41,Animal Products,535.02
Morocco,576.42,Rice,1.1,1.41,Non-Animal Products,41.400000000000006
Morocco,576.42,Soybeans,0.0,0.0,Animal Products,535.02
Morocco,576.42,Soybeans,0.0,0.0,Non-Animal Products,41.400000000000006
Morocco,576.42,Nuts inc. Peanut Butter,3.23,5.72,Animal Products,535.02
Morocco,576.42,Nuts inc. Peanut Butter,3.23,5.72,Non-Animal Products,41.400000000000006
Mozambique,141.4,Pork,5.13,18.16,Animal Products,104.02
Mozambique,141.4,Pork,5.13,18.16,Non-Animal Products,37.38
Mozambique,141.4,Poultry,1.41,1.51,Animal Products,104.02
Mozambique,141.4,Poultry,1.41,1.51,Non-Animal Products,37.38
Mozambique,141.4,Beef,1.04,32.09,Animal Products,104.02
Mozambique,141.4,Beef,1.04,32.09,Non-Animal Products,37.38
Mozambique,141.4,Lamb & Goat,0.9,31.52,Animal Products,104.02
Mozambique,141.4,Lamb & Goat,0.9,31.52,Non-Animal Products,37.38
Mozambique,141.4,Fish,7.74,12.36,Animal Products,104.02
Mozambique,141.4,Fish,7.74,12.36,Non-Animal Products,37.38
Mozambique,141.4,Eggs,1.7,1.56,Animal Products,104.02
Mozambique,141.4,Eggs,1.7,1.56,Non-Animal Products,37.38
Mozambique,141.4,Milk - inc. cheese,4.79,6.819999999999999,Animal Products,104.02
Mozambique,141.4,Milk - inc. cheese,4.79,6.819999999999999,Non-Animal Products,37.38
Mozambique,141.4,Wheat and Wheat Products,14.65,2.79,Animal Products,104.02
Mozambique,141.4,Wheat and Wheat Products,14.65,2.79,Non-Animal Products,37.38
Mozambique,141.4,Rice,23.41,29.96,Animal Products,104.02
Mozambique,141.4,Rice,23.41,29.96,Non-Animal Products,37.38
Mozambique,141.4,Soybeans,0.03,0.01,Animal Products,104.02
Mozambique,141.4,Soybeans,0.03,0.01,Non-Animal Products,37.38
Mozambique,141.4,Nuts inc. Peanut Butter,2.61,4.619999999999999,Animal Products,104.02
Mozambique,141.4,Nuts inc. Peanut Butter,2.61,4.619999999999999,Non-Animal Products,37.38
Myanmar,563.8,Pork,11.31,40.03,Animal Products,384.53
Myanmar,563.8,Pork,11.31,40.03,Non-Animal Products,179.26999999999998
Myanmar,563.8,Poultry,21.87,23.49,Animal Products,384.53
Myanmar,563.8,Poultry,21.87,23.49,Non-Animal Products,179.26999999999998
Myanmar,563.8,Beef,4.94,152.44,Animal Products,384.53
Myanmar,563.8,Beef,4.94,152.44,Non-Animal Products,179.26999999999998
Myanmar,563.8,Lamb & Goat,0.89,31.17,Animal Products,384.53
Myanmar,563.8,Lamb & Goat,0.89,31.17,Non-Animal Products,179.26999999999998
Myanmar,563.8,Fish,54.260000000000005,86.64,Animal Products,384.53
Myanmar,563.8,Fish,54.260000000000005,86.64,Non-Animal Products,179.26999999999998
Myanmar,563.8,Eggs,6.45,5.92,Animal Products,384.53
Myanmar,563.8,Eggs,6.45,5.92,Non-Animal Products,179.26999999999998
Myanmar,563.8,Milk - inc. cheese,31.48,44.84,Animal Products,384.53
Myanmar,563.8,Milk - inc. cheese,31.48,44.84,Non-Animal Products,179.26999999999998
Myanmar,563.8,Wheat and Wheat Products,6.22,1.1900000000000002,Animal Products,384.53
Myanmar,563.8,Wheat and Wheat Products,6.22,1.1900000000000002,Non-Animal Products,179.26999999999998
Myanmar,563.8,Rice,132.8,169.94,Animal Products,384.53
Myanmar,563.8,Rice,132.8,169.94,Non-Animal Products,179.26999999999998
Myanmar,563.8,Soybeans,0.38,0.17,Animal Products,384.53
Myanmar,563.8,Soybeans,0.38,0.17,Non-Animal Products,179.26999999999998
Myanmar,563.8,Nuts inc. Peanut Butter,4.5,7.970000000000001,Animal Products,384.53
Myanmar,563.8,Nuts inc. Peanut Butter,4.5,7.970000000000001,Non-Animal Products,179.26999999999998
Namibia,362.11,Pork,4.21,14.9,Animal Products,345.84000000000003
Namibia,362.11,Pork,4.21,14.9,Non-Animal Products,16.27
Namibia,362.11,Poultry,12.19,13.09,Animal Products,345.84000000000003
Namibia,362.11,Poultry,12.19,13.09,Non-Animal Products,16.27
Namibia,362.11,Beef,3.75,115.72,Animal Products,345.84000000000003
Namibia,362.11,Beef,3.75,115.72,Non-Animal Products,16.27
Namibia,362.11,Lamb & Goat,2.27,79.5,Animal Products,345.84000000000003
Namibia,362.11,Lamb & Goat,2.27,79.5,Non-Animal Products,16.27
Namibia,362.11,Fish,10.7,17.08,Animal Products,345.84000000000003
Namibia,362.11,Fish,10.7,17.08,Non-Animal Products,16.27
Namibia,362.11,Eggs,1.63,1.5,Animal Products,345.84000000000003
Namibia,362.11,Eggs,1.63,1.5,Non-Animal Products,16.27
Namibia,362.11,Milk - inc. cheese,73.05,104.05,Animal Products,345.84000000000003
Namibia,362.11,Milk - inc. cheese,73.05,104.05,Non-Animal Products,16.27
Namibia,362.11,Wheat and Wheat Products,36.260000000000005,6.91,Animal Products,345.84000000000003
Namibia,362.11,Wheat and Wheat Products,36.260000000000005,6.91,Non-Animal Products,16.27
Namibia,362.11,Rice,6.31,8.07,Animal Products,345.84000000000003
Namibia,362.11,Rice,6.31,8.07,Non-Animal Products,16.27
Namibia,362.11,Soybeans,0.07,0.03,Animal Products,345.84000000000003
Namibia,362.11,Soybeans,0.07,0.03,Non-Animal Products,16.27
Namibia,362.11,Nuts inc. Peanut Butter,0.71,1.26,Animal Products,345.84000000000003
Namibia,362.11,Nuts inc. Peanut Butter,0.71,1.26,Non-Animal Products,16.27
Nepal,526.22,Pork,0.6699999999999999,2.37,Animal Products,400.03
Nepal,526.22,Pork,0.6699999999999999,2.37,Non-Animal Products,126.19
Nepal,526.22,Poultry,1.56,1.6800000000000002,Animal Products,400.03
Nepal,526.22,Poultry,1.56,1.6800000000000002,Non-Animal Products,126.19
Nepal,526.22,Beef,7.89,243.47,Animal Products,400.03
Nepal,526.22,Beef,7.89,243.47,Non-Animal Products,126.19
Nepal,526.22,Lamb & Goat,2.1,73.54,Animal Products,400.03
Nepal,526.22,Lamb & Goat,2.1,73.54,Non-Animal Products,126.19
Nepal,526.22,Fish,2.17,3.46,Animal Products,400.03
Nepal,526.22,Fish,2.17,3.46,Non-Animal Products,126.19
Nepal,526.22,Eggs,1.42,1.3,Animal Products,400.03
Nepal,526.22,Eggs,1.42,1.3,Non-Animal Products,126.19
Nepal,526.22,Milk - inc. cheese,52.1,74.21000000000001,Animal Products,400.03
Nepal,526.22,Milk - inc. cheese,52.1,74.21000000000001,Non-Animal Products,126.19
Nepal,526.22,Wheat and Wheat Products,50.46,9.62,Animal Products,400.03
Nepal,526.22,Wheat and Wheat Products,50.46,9.62,Non-Animal Products,126.19
Nepal,526.22,Rice,87.75,112.29,Animal Products,400.03
Nepal,526.22,Rice,87.75,112.29,Non-Animal Products,126.19
Nepal,526.22,Soybeans,0.01,0.0,Animal Products,400.03
Nepal,526.22,Soybeans,0.01,0.0,Non-Animal Products,126.19
Nepal,526.22,Nuts inc. Peanut Butter,2.42,4.28,Animal Products,400.03
Nepal,526.22,Nuts inc. Peanut Butter,2.42,4.28,Non-Animal Products,126.19
Netherlands,1292.82,Pork,36.36,128.7,Animal Products,1261.59
Netherlands,1292.82,Pork,36.36,128.7,Non-Animal Products,31.230000000000004
Netherlands,1292.82,Poultry,23.9,25.67,Animal Products,1261.59
Netherlands,1292.82,Poultry,23.9,25.67,Non-Animal Products,31.230000000000004
Netherlands,1292.82,Beef,17.67,545.26,Animal Products,1261.59
Netherlands,1292.82,Beef,17.67,545.26,Non-Animal Products,31.230000000000004
Netherlands,1292.82,Lamb & Goat,0.94,32.92,Animal Products,1261.59
Netherlands,1292.82,Lamb & Goat,0.94,32.92,Non-Animal Products,31.230000000000004
Netherlands,1292.82,Fish,18.64,29.76,Animal Products,1261.59
Netherlands,1292.82,Fish,18.64,29.76,Non-Animal Products,31.230000000000004
Netherlands,1292.82,Eggs,14.03,12.89,Animal Products,1261.59
Netherlands,1292.82,Eggs,14.03,12.89,Non-Animal Products,31.230000000000004
Netherlands,1292.82,Milk - inc. cheese,341.47,486.39,Animal Products,1261.59
Netherlands,1292.82,Milk - inc. cheese,341.47,486.39,Non-Animal Products,31.230000000000004
Netherlands,1292.82,Wheat and Wheat Products,70.16999999999999,13.38,Animal Products,1261.59
Netherlands,1292.82,Wheat and Wheat Products,70.16999999999999,13.38,Non-Animal Products,31.230000000000004
Netherlands,1292.82,Rice,2.93,3.75,Animal Products,1261.59
Netherlands,1292.82,Rice,2.93,3.75,Non-Animal Products,31.230000000000004
Netherlands,1292.82,Soybeans,0.12,0.05,Animal Products,1261.59
Netherlands,1292.82,Soybeans,0.12,0.05,Non-Animal Products,31.230000000000004
Netherlands,1292.82,Nuts inc. Peanut Butter,7.94,14.05,Animal Products,1261.59
Netherlands,1292.82,Nuts inc. Peanut Butter,7.94,14.05,Non-Animal Products,31.230000000000004
New Caledonia,918.62,Pork,19.9,70.44000000000001,Animal Products,875.1800000000001
New Caledonia,918.62,Pork,19.9,70.44000000000001,Non-Animal Products,43.44
New Caledonia,918.62,Poultry,44.36,47.65,Animal Products,875.1800000000001
New Caledonia,918.62,Poultry,44.36,47.65,Non-Animal Products,43.44
New Caledonia,918.62,Beef,16.07,495.89,Animal Products,875.1800000000001
New Caledonia,918.62,Beef,16.07,495.89,Non-Animal Products,43.44
New Caledonia,918.62,Lamb & Goat,1.95,68.29,Animal Products,875.1800000000001
New Caledonia,918.62,Lamb & Goat,1.95,68.29,Non-Animal Products,43.44
New Caledonia,918.62,Fish,19.38,30.94,Animal Products,875.1800000000001
New Caledonia,918.62,Fish,19.38,30.94,Non-Animal Products,43.44
New Caledonia,918.62,Eggs,8.850000000000001,8.129999999999999,Animal Products,875.1800000000001
