country,co2_emmission_all,food_category_x,consumption,co2_emmission_x,food_category_y,co2_emmission_y
Czech Republic,760.09,Milk - inc. cheese,195.2,278.04,Non-Animal Products,28.540000000000003
Czech Republic,760.09,Wheat and Wheat Products,92.67,17.67,Animal Products,731.55
Czech Republic,760.09,Wheat and Wheat Products,92.67,17.67,Non-Animal Products,28.540000000000003
Czech Republic,760.09,Rice,4.79,6.13,Animal Products,731.55
Czech Republic,760.09,Rice,4.79,6.13,Non-Animal Products,28.540000000000003
Czech Republic,760.09,Soybeans,0.8200000000000001,0.37,Animal Products,731.55
Czech Republic,760.09,Soybeans,0.8200000000000001,0.37,Non-Animal Products,28.540000000000003
Czech Republic,760.09,Nuts inc. Peanut Butter,2.47,4.37,Animal Products,731.55
Czech Republic,760.09,Nuts inc. Peanut Butter,2.47,4.37,Non-Animal Products,28.540000000000003
Denmark,1498.18,Pork,24.87,88.03,Animal Products,1462.62
Denmark,1498.18,Pork,24.87,88.03,Non-Animal Products,35.56
Denmark,1498.18,Poultry,26.75,28.73,Animal Products,1462.62
Denmark,1498.18,Poultry,26.75,28.73,Non-Animal Products,35.56
Denmark,1498.18,Beef,28.46,878.22,Animal Products,1462.62
Denmark,1498.18,Beef,28.46,878.22,Non-Animal Products,35.56
Denmark,1498.18,Lamb & Goat,0.92,32.220000000000006,Animal Products,1462.62
Denmark,1498.18,Lamb & Goat,0.92,32.220000000000006,Non-Animal Products,35.56
Denmark,1498.18,Fish,16.49,26.33,Animal Products,1462.62
Denmark,1498.18,Fish,16.49,26.33,Non-Animal Products,35.56
Denmark,1498.18,Eggs,15.35,14.1,Animal Products,1462.62
Denmark,1498.18,Eggs,15.35,14.1,Non-Animal Products,35.56
Denmark,1498.18,Milk - inc. cheese,277.3,394.99,Animal Products,1462.62
Denmark,1498.18,Milk - inc. cheese,277.3,394.99,Non-Animal Products,35.56
Denmark,1498.18,Wheat and Wheat Products,98.0,18.69,Animal Products,1462.62
Denmark,1498.18,Wheat and Wheat Products,98.0,18.69,Non-Animal Products,35.56
Denmark,1498.18,Rice,4.96,6.35,Animal Products,1462.62
Denmark,1498.18,Rice,4.96,6.35,Non-Animal Products,35.56
Denmark,1498.18,Soybeans,0.03,0.01,Animal Products,1462.62
Denmark,1498.18,Soybeans,0.03,0.01,Non-Animal Products,35.56
Denmark,1498.18,Nuts inc. Peanut Butter,5.94,10.51,Animal Products,1462.62
Denmark,1498.18,Nuts inc. Peanut Butter,5.94,10.51,Non-Animal Products,35.56
Ecuador,883.88,Pork,14.44,51.11,Animal Products,817.0
Ecuador,883.88,Pork,14.44,51.11,Non-Animal Products,66.88
Ecuador,883.88,Poultry,21.85,23.47,Animal Products,817.0
Ecuador,883.88,Poultry,21.85,23.47,Non-Animal Products,66.88
Ecuador,883.88,Beef,16.610000000000003,512.55,Animal Products,817.0
Ecuador,883.88,Beef,16.610000000000003,512.55,Non-Animal Products,66.88
Ecuador,883.88,Lamb & Goat,0.44,15.41,Animal Products,817.0
Ecuador,883.88,Lamb & Goat,0.44,15.41,Non-Animal Products,66.88
Ecuador,883.88,Fish,5.17,8.25,Animal Products,817.0
Ecuador,883.88,Fish,5.17,8.25,Non-Animal Products,66.88
Ecuador,883.88,Eggs,8.01,7.359999999999999,Animal Products,817.0
Ecuador,883.88,Eggs,8.01,7.359999999999999,Non-Animal Products,66.88
Ecuador,883.88,Milk - inc. cheese,139.6,198.85,Animal Products,817.0
Ecuador,883.88,Milk - inc. cheese,139.6,198.85,Non-Animal Products,66.88
Ecuador,883.88,Wheat and Wheat Products,39.190000000000005,7.470000000000001,Animal Products,817.0
Ecuador,883.88,Wheat and Wheat Products,39.190000000000005,7.470000000000001,Non-Animal Products,66.88
Ecuador,883.88,Rice,45.07,57.68,Animal Products,817.0
Ecuador,883.88,Rice,45.07,57.68,Non-Animal Products,66.88
Ecuador,883.88,Soybeans,0.0,0.0,Animal Products,817.0
Ecuador,883.88,Soybeans,0.0,0.0,Non-Animal Products,66.88
Ecuador,883.88,Nuts inc. Peanut Butter,0.98,1.73,Animal Products,817.0
Ecuador,883.88,Nuts inc. Peanut Butter,0.98,1.73,Non-Animal Products,66.88
Egypt,673.92,Pork,0.02,0.07,Animal Products,591.52
Egypt,673.92,Pork,0.02,0.07,Non-Animal Products,82.4
Egypt,673.92,Poultry,14.43,15.5,Animal Products,591.52
Egypt,673.92,Poultry,14.43,15.5,Non-Animal Products,82.4
Egypt,673.92,Beef,12.88,397.45,Animal Products,591.52
Egypt,673.92,Beef,12.88,397.45,Non-Animal Products,82.4
Egypt,673.92,Lamb & Goat,1.58,55.33,Animal Products,591.52
Egypt,673.92,Lamb & Goat,1.58,55.33,Non-Animal Products,82.4
Egypt,673.92,Fish,21.46,34.260000000000005,Animal Products,591.52
Egypt,673.92,Fish,21.46,34.260000000000005,Non-Animal Products,82.4
Egypt,673.92,Eggs,4.59,4.22,Animal Products,591.52
Egypt,673.92,Eggs,4.59,4.22,Non-Animal Products,82.4
Egypt,673.92,Milk - inc. cheese,59.46,84.69,Animal Products,591.52
Egypt,673.92,Milk - inc. cheese,59.46,84.69,Non-Animal Products,82.4
Egypt,673.92,Wheat and Wheat Products,146.83,28.0,Animal Products,591.52
Egypt,673.92,Wheat and Wheat Products,146.83,28.0,Non-Animal Products,82.4
Egypt,673.92,Rice,39.77,50.89,Animal Products,591.52
Egypt,673.92,Rice,39.77,50.89,Non-Animal Products,82.4
Egypt,673.92,Soybeans,0.64,0.29,Animal Products,591.52
Egypt,673.92,Soybeans,0.64,0.29,Non-Animal Products,82.4
Egypt,673.92,Nuts inc. Peanut Butter,1.82,3.22,Animal Products,591.52
Egypt,673.92,Nuts inc. Peanut Butter,1.82,3.22,Non-Animal Products,82.4
El Salvador,434.04,Pork,3.23,11.43,Animal Products,412.87
El Salvador,434.04,Pork,3.23,11.43,Non-Animal Products,21.17
El Salvador,434.04,Poultry,19.84,21.31,Animal Products,412.87
El Salvador,434.04,Poultry,19.84,21.31,Non-Animal Products,21.17
El Salvador,434.04,Beef,5.95,183.6,Animal Products,412.87
El Salvador,434.04,Beef,5.95,183.6,Non-Animal Products,21.17
El Salvador,434.04,Lamb & Goat,0.02,0.7,Animal Products,412.87
El Salvador,434.04,Lamb & Goat,0.02,0.7,Non-Animal Products,21.17
El Salvador,434.04,Fish,6.25,9.98,Animal Products,412.87
El Salvador,434.04,Fish,6.25,9.98,Non-Animal Products,21.17
El Salvador,434.04,Eggs,9.51,8.739999999999998,Animal Products,412.87
El Salvador,434.04,Eggs,9.51,8.739999999999998,Non-Animal Products,21.17
El Salvador,434.04,Milk - inc. cheese,124.34,177.11,Animal Products,412.87
El Salvador,434.04,Milk - inc. cheese,124.34,177.11,Non-Animal Products,21.17
El Salvador,434.04,Wheat and Wheat Products,28.19,5.38,Animal Products,412.87
El Salvador,434.04,Wheat and Wheat Products,28.19,5.38,Non-Animal Products,21.17
El Salvador,434.04,Rice,10.53,13.48,Animal Products,412.87
El Salvador,434.04,Rice,10.53,13.48,Non-Animal Products,21.17
El Salvador,434.04,Soybeans,0.8,0.36,Animal Products,412.87
El Salvador,434.04,Soybeans,0.8,0.36,Non-Animal Products,21.17
El Salvador,434.04,Nuts inc. Peanut Butter,1.1,1.95,Animal Products,412.87
El Salvador,434.04,Nuts inc. Peanut Butter,1.1,1.95,Non-Animal Products,21.17
Estonia,830.72,Pork,29.68,105.05,Animal Products,802.79
Estonia,830.72,Pork,29.68,105.05,Non-Animal Products,27.93
Estonia,830.72,Poultry,21.110000000000003,22.68,Animal Products,802.79
Estonia,830.72,Poultry,21.110000000000003,22.68,Non-Animal Products,27.93
Estonia,830.72,Beef,7.19,221.87,Animal Products,802.79
Estonia,830.72,Beef,7.19,221.87,Non-Animal Products,27.93
Estonia,830.72,Lamb & Goat,0.44,15.41,Animal Products,802.79
Estonia,830.72,Lamb & Goat,0.44,15.41,Non-Animal Products,27.93
Estonia,830.72,Fish,12.78,20.41,Animal Products,802.79
Estonia,830.72,Fish,12.78,20.41,Non-Animal Products,27.93
Estonia,830.72,Eggs,12.66,11.63,Animal Products,802.79
Estonia,830.72,Eggs,12.66,11.63,Non-Animal Products,27.93
Estonia,830.72,Milk - inc. cheese,284.85,405.74,Animal Products,802.79
Estonia,830.72,Milk - inc. cheese,284.85,405.74,Non-Animal Products,27.93
Estonia,830.72,Wheat and Wheat Products,89.36,17.04,Animal Products,802.79
Estonia,830.72,Wheat and Wheat Products,89.36,17.04,Non-Animal Products,27.93
Estonia,830.72,Rice,2.56,3.28,Animal Products,802.79
Estonia,830.72,Rice,2.56,3.28,Non-Animal Products,27.93
Estonia,830.72,Soybeans,0.04,0.02,Animal Products,802.79
Estonia,830.72,Soybeans,0.04,0.02,Non-Animal Products,27.93
Estonia,830.72,Nuts inc. Peanut Butter,4.29,7.59,Animal Products,802.79
Estonia,830.72,Nuts inc. Peanut Butter,4.29,7.59,Non-Animal Products,27.93
Ethiopia,241.92,Pork,0.02,0.07,Animal Products,230.74
Ethiopia,241.92,Pork,0.02,0.07,Non-Animal Products,11.18
Ethiopia,241.92,Poultry,0.6599999999999999,0.71,Animal Products,230.74
Ethiopia,241.92,Poultry,0.6599999999999999,0.71,Non-Animal Products,11.18
Ethiopia,241.92,Beef,3.61,111.4,Animal Products,230.74
Ethiopia,241.92,Beef,3.61,111.4,Non-Animal Products,11.18
Ethiopia,241.92,Lamb & Goat,1.57,54.98,Animal Products,230.74
Ethiopia,241.92,Lamb & Goat,1.57,54.98,Non-Animal Products,11.18
Ethiopia,241.92,Fish,0.24,0.38,Animal Products,230.74
Ethiopia,241.92,Fish,0.24,0.38,Non-Animal Products,11.18
Ethiopia,241.92,Eggs,0.36,0.3299999999999999,Animal Products,230.74
Ethiopia,241.92,Eggs,0.36,0.3299999999999999,Non-Animal Products,11.18
Ethiopia,241.92,Milk - inc. cheese,44.14,62.87,Animal Products,230.74
Ethiopia,241.92,Milk - inc. cheese,44.14,62.87,Non-Animal Products,11.18
Ethiopia,241.92,Wheat and Wheat Products,31.26,5.96,Animal Products,230.74
Ethiopia,241.92,Wheat and Wheat Products,31.26,5.96,Non-Animal Products,11.18
Ethiopia,241.92,Rice,2.25,2.88,Animal Products,230.74
Ethiopia,241.92,Rice,2.25,2.88,Non-Animal Products,11.18
Ethiopia,241.92,Soybeans,0.45,0.2,Animal Products,230.74
Ethiopia,241.92,Soybeans,0.45,0.2,Non-Animal Products,11.18
Ethiopia,241.92,Nuts inc. Peanut Butter,1.21,2.14,Animal Products,230.74
Ethiopia,241.92,Nuts inc. Peanut Butter,1.21,2.14,Non-Animal Products,11.18
Fiji,716.0899999999999,Pork,4.31,15.26,Animal Products,639.2099999999999
Fiji,716.0899999999999,Pork,4.31,15.26,Non-Animal Products,76.88000000000001
Fiji,716.0899999999999,Poultry,20.26,21.76,Animal Products,639.2099999999999
Fiji,716.0899999999999,Poultry,20.26,21.76,Non-Animal Products,76.88000000000001
Fiji,716.0899999999999,Beef,8.96,276.48999999999995,Animal Products,639.2099999999999
Fiji,716.0899999999999,Beef,8.96,276.48999999999995,Non-Animal Products,76.88000000000001
Fiji,716.0899999999999,Lamb & Goat,5.9,206.62,Animal Products,639.2099999999999
Fiji,716.0899999999999,Lamb & Goat,5.9,206.62,Non-Animal Products,76.88000000000001
Fiji,716.0899999999999,Fish,35.01,55.9,Animal Products,639.2099999999999
Fiji,716.0899999999999,Fish,35.01,55.9,Non-Animal Products,76.88000000000001
Fiji,716.0899999999999,Eggs,6.44,5.92,Animal Products,639.2099999999999
Fiji,716.0899999999999,Eggs,6.44,5.92,Non-Animal Products,76.88000000000001
Fiji,716.0899999999999,Milk - inc. cheese,40.2,57.260000000000005,Animal Products,639.2099999999999
Fiji,716.0899999999999,Milk - inc. cheese,40.2,57.260000000000005,Non-Animal Products,76.88000000000001
Fiji,716.0899999999999,Wheat and Wheat Products,84.22,16.06,Animal Products,639.2099999999999
Fiji,716.0899999999999,Wheat and Wheat Products,84.22,16.06,Non-Animal Products,76.88000000000001
Fiji,716.0899999999999,Rice,45.620000000000005,58.38,Animal Products,639.2099999999999
Fiji,716.0899999999999,Rice,45.620000000000005,58.38,Non-Animal Products,76.88000000000001
Fiji,716.0899999999999,Soybeans,0.3,0.14,Animal Products,639.2099999999999
Fiji,716.0899999999999,Soybeans,0.3,0.14,Non-Animal Products,76.88000000000001
Fiji,716.0899999999999,Nuts inc. Peanut Butter,1.3,2.3,Animal Products,639.2099999999999
Fiji,716.0899999999999,Nuts inc. Peanut Butter,1.3,2.3,Non-Animal Products,76.88000000000001
Finland,1464.63,Pork,36.14,127.92,Animal Products,1437.22
Finland,1464.63,Pork,36.14,127.92,Non-Animal Products,27.41
Finland,1464.63,Poultry,19.87,21.34,Animal Products,1437.22
Finland,1464.63,Poultry,19.87,21.34,Non-Animal Products,27.41
Finland,1464.63,Beef,19.22,593.09,Animal Products,1437.22
Finland,1464.63,Beef,19.22,593.09,Non-Animal Products,27.41
Finland,1464.63,Lamb & Goat,0.53,18.56,Animal Products,1437.22
Finland,1464.63,Lamb & Goat,0.53,18.56,Non-Animal Products,27.41
Finland,1464.63,Fish,33.8,53.97,Animal Products,1437.22
Finland,1464.63,Fish,33.8,53.97,Non-Animal Products,27.41
Finland,1464.63,Eggs,9.55,8.77,Animal Products,1437.22
Finland,1464.63,Eggs,9.55,8.77,Non-Animal Products,27.41
Finland,1464.63,Milk - inc. cheese,430.76,613.57,Animal Products,1437.22
Finland,1464.63,Milk - inc. cheese,430.76,613.57,Non-Animal Products,27.41
Finland,1464.63,Wheat and Wheat Products,81.99000000000001,15.64,Animal Products,1437.22
Finland,1464.63,Wheat and Wheat Products,81.99000000000001,15.64,Non-Animal Products,27.41
Finland,1464.63,Rice,4.42,5.659999999999999,Animal Products,1437.22
Finland,1464.63,Rice,4.42,5.659999999999999,Non-Animal Products,27.41
Finland,1464.63,Soybeans,0.08,0.04,Animal Products,1437.22
Finland,1464.63,Soybeans,0.08,0.04,Non-Animal Products,27.41
Finland,1464.63,Nuts inc. Peanut Butter,3.43,6.07,Animal Products,1437.22
Finland,1464.63,Nuts inc. Peanut Butter,3.43,6.07,Non-Animal Products,27.41
France,1420.05,Pork,33.05,116.98,Animal Products,1383.5700000000002
France,1420.05,Pork,33.05,116.98,Non-Animal Products,36.48
France,1420.05,Poultry,22.93,24.630000000000003,Animal Products,1383.5700000000002
France,1420.05,Poultry,22.93,24.630000000000003,Non-Animal Products,36.48
France,1420.05,Beef,23.81,734.73,Animal Products,1383.5700000000002
France,1420.05,Beef,23.81,734.73,Non-Animal Products,36.48
France,1420.05,Lamb & Goat,3.28,114.87,Animal Products,1383.5700000000002
France,1420.05,Lamb & Goat,3.28,114.87,Non-Animal Products,36.48
France,1420.05,Fish,22.91,36.58,Animal Products,1383.5700000000002
France,1420.05,Fish,22.91,36.58,Non-Animal Products,36.48
France,1420.05,Eggs,13.13,12.06,Animal Products,1383.5700000000002
France,1420.05,Eggs,13.13,12.06,Non-Animal Products,36.48
France,1420.05,Milk - inc. cheese,241.31,343.72,Animal Products,1383.5700000000002
France,1420.05,Milk - inc. cheese,241.31,343.72,Non-Animal Products,36.48
France,1420.05,Wheat and Wheat Products,108.43,20.68,Animal Products,1383.5700000000002
France,1420.05,Wheat and Wheat Products,108.43,20.68,Non-Animal Products,36.48
France,1420.05,Rice,4.88,6.24,Animal Products,1383.5700000000002
France,1420.05,Rice,4.88,6.24,Non-Animal Products,36.48
France,1420.05,Soybeans,0.05,0.02,Animal Products,1383.5700000000002
France,1420.05,Soybeans,0.05,0.02,Non-Animal Products,36.48
France,1420.05,Nuts inc. Peanut Butter,5.39,9.54,Animal Products,1383.5700000000002
France,1420.05,Nuts inc. Peanut Butter,5.39,9.54,Non-Animal Products,36.48
French Polynesia,1424.69,Pork,14.75,52.21,Animal Products,1361.56
French Polynesia,1424.69,Pork,14.75,52.21,Non-Animal Products,63.13
French Polynesia,1424.69,Poultry,49.55,53.23,Animal Products,1361.56
French Polynesia,1424.69,Poultry,49.55,53.23,Non-Animal Products,63.13
French Polynesia,1424.69,Beef,30.9,953.51,Animal Products,1361.56
French Polynesia,1424.69,Beef,30.9,953.51,Non-Animal Products,63.13
French Polynesia,1424.69,Lamb & Goat,2.83,99.11,Animal Products,1361.56
French Polynesia,1424.69,Lamb & Goat,2.83,99.11,Non-Animal Products,63.13
French Polynesia,1424.69,Fish,38.95,62.190000000000005,Animal Products,1361.56
French Polynesia,1424.69,Fish,38.95,62.190000000000005,Non-Animal Products,63.13
French Polynesia,1424.69,Eggs,8.75,8.04,Animal Products,1361.56
French Polynesia,1424.69,Eggs,8.75,8.04,Non-Animal Products,63.13
French Polynesia,1424.69,Milk - inc. cheese,93.56,133.26999999999998,Animal Products,1361.56
French Polynesia,1424.69,Milk - inc. cheese,93.56,133.26999999999998,Non-Animal Products,63.13
French Polynesia,1424.69,Wheat and Wheat Products,68.66999999999999,13.1,Animal Products,1361.56
French Polynesia,1424.69,Wheat and Wheat Products,68.66999999999999,13.1,Non-Animal Products,63.13
French Polynesia,1424.69,Rice,35.59,45.54,Animal Products,1361.56
French Polynesia,1424.69,Rice,35.59,45.54,Non-Animal Products,63.13
French Polynesia,1424.69,Soybeans,0.77,0.35,Animal Products,1361.56
French Polynesia,1424.69,Soybeans,0.77,0.35,Non-Animal Products,63.13
French Polynesia,1424.69,Nuts inc. Peanut Butter,2.34,4.14,Animal Products,1361.56
French Polynesia,1424.69,Nuts inc. Peanut Butter,2.34,4.14,Non-Animal Products,63.13
Gambia,293.66,Pork,0.18,0.64,Animal Products,197.96
Gambia,293.66,Pork,0.18,0.64,Non-Animal Products,95.7
Gambia,293.66,Poultry,2.66,2.86,Animal Products,197.96
Gambia,293.66,Poultry,2.66,2.86,Non-Animal Products,95.7
Gambia,293.66,Beef,2.16,66.64999999999999,Animal Products,197.96
Gambia,293.66,Beef,2.16,66.64999999999999,Non-Animal Products,95.7
Gambia,293.66,Lamb & Goat,0.71,24.86,Animal Products,197.96
Gambia,293.66,Lamb & Goat,0.71,24.86,Non-Animal Products,95.7
Gambia,293.66,Fish,23.130000000000003,36.93,Animal Products,197.96
Gambia,293.66,Fish,23.130000000000003,36.93,Non-Animal Products,95.7
Gambia,293.66,Eggs,0.99,0.91,Animal Products,197.96
Gambia,293.66,Eggs,0.99,0.91,Non-Animal Products,95.7
Gambia,293.66,Milk - inc. cheese,45.71,65.11,Animal Products,197.96
Gambia,293.66,Milk - inc. cheese,45.71,65.11,Non-Animal Products,95.7
Gambia,293.66,Wheat and Wheat Products,37.91,7.23,Animal Products,197.96
Gambia,293.66,Wheat and Wheat Products,37.91,7.23,Non-Animal Products,95.7
Gambia,293.66,Rice,61.84,79.14,Animal Products,197.96
Gambia,293.66,Rice,61.84,79.14,Non-Animal Products,95.7
Gambia,293.66,Soybeans,0.0,0.0,Animal Products,197.96
Gambia,293.66,Soybeans,0.0,0.0,Non-Animal Products,95.7
Gambia,293.66,Nuts inc. Peanut Butter,5.2700000000000005,9.33,Animal Products,197.96
Gambia,293.66,Nuts inc. Peanut Butter,5.2700000000000005,9.33,Non-Animal Products,95.7
Georgia,527.03,Pork,8.93,31.610000000000003,Animal Products,488.11
Georgia,527.03,Pork,8.93,31.610000000000003,Non-Animal Products,38.92
Georgia,527.03,Poultry,12.28,13.19,Animal Products,488.11
Georgia,527.03,Poultry,12.28,13.19,Non-Animal Products,38.92
Georgia,527.03,Beef,6.04,186.38,Animal Products,488.11
Georgia,527.03,Beef,6.04,186.38,Non-Animal Products,38.92
Georgia,527.03,Lamb & Goat,0.63,22.06,Animal Products,488.11
Georgia,527.03,Lamb & Goat,0.63,22.06,Non-Animal Products,38.92
Georgia,527.03,Fish,10.42,16.64,Animal Products,488.11
Georgia,527.03,Fish,10.42,16.64,Non-Animal Products,38.92
Georgia,527.03,Eggs,6.119999999999999,5.619999999999999,Animal Products,488.11
Georgia,527.03,Eggs,6.119999999999999,5.619999999999999,Non-Animal Products,38.92
Georgia,527.03,Milk - inc. cheese,149.26,212.61,Animal Products,488.11
Georgia,527.03,Milk - inc. cheese,149.26,212.61,Non-Animal Products,38.92
Georgia,527.03,Wheat and Wheat Products,163.43,31.17,Animal Products,488.11
Georgia,527.03,Wheat and Wheat Products,163.43,31.17,Non-Animal Products,38.92
Georgia,527.03,Rice,2.64,3.38,Animal Products,488.11
Georgia,527.03,Rice,2.64,3.38,Non-Animal Products,38.92
Georgia,527.03,Soybeans,0.0,0.0,Animal Products,488.11
Georgia,527.03,Soybeans,0.0,0.0,Non-Animal Products,38.92
Georgia,527.03,Nuts inc. Peanut Butter,2.47,4.37,Animal Products,488.11
Georgia,527.03,Nuts inc. Peanut Butter,2.47,4.37,Non-Animal Products,38.92
Germany,1066.29,Pork,51.81,183.38,Animal Products,1031.62
Germany,1066.29,Pork,51.81,183.38,Non-Animal Products,34.67
Germany,1066.29,Poultry,17.75,19.07,Animal Products,1031.62
Germany,1066.29,Poultry,17.75,19.07,Non-Animal Products,34.67
Germany,1066.29,Beef,13.16,406.09,Animal Products,1031.62
Germany,1066.29,Beef,13.16,406.09,Non-Animal Products,34.67
Germany,1066.29,Lamb & Goat,0.73,25.56,Animal Products,1031.62
Germany,1066.29,Lamb & Goat,0.73,25.56,Non-Animal Products,34.67
Germany,1066.29,Fish,11.16,17.82,Animal Products,1031.62
Germany,1066.29,Fish,11.16,17.82,Non-Animal Products,34.67
Germany,1066.29,Eggs,12.2,11.21,Animal Products,1031.62
Germany,1066.29,Eggs,12.2,11.21,Non-Animal Products,34.67
Germany,1066.29,Milk - inc. cheese,258.7,368.49,Animal Products,1031.62
Germany,1066.29,Milk - inc. cheese,258.7,368.49,Non-Animal Products,34.67
Germany,1066.29,Wheat and Wheat Products,83.41000000000001,15.91,Animal Products,1031.62
Germany,1066.29,Wheat and Wheat Products,83.41000000000001,15.91,Non-Animal Products,34.67
Germany,1066.29,Rice,3.34,4.2700000000000005,Animal Products,1031.62
Germany,1066.29,Rice,3.34,4.2700000000000005,Non-Animal Products,34.67
Germany,1066.29,Soybeans,0.88,0.4,Animal Products,1031.62
Germany,1066.29,Soybeans,0.88,0.4,Non-Animal Products,34.67
Germany,1066.29,Nuts inc. Peanut Butter,7.96,14.09,Animal Products,1031.62
Germany,1066.29,Nuts inc. Peanut Butter,7.96,14.09,Non-Animal Products,34.67
Ghana,217.87,Pork,1.36,4.81,Animal Products,164.28
Ghana,217.87,Pork,1.36,4.81,Non-Animal Products,53.59
Ghana,217.87,Poultry,8.629999999999999,9.27,Animal Products,164.28
Ghana,217.87,Poultry,8.629999999999999,9.27,Non-Animal Products,53.59
Ghana,217.87,Beef,1.09,33.64,Animal Products,164.28
Ghana,217.87,Beef,1.09,33.64,Non-Animal Products,53.59
Ghana,217.87,Lamb & Goat,1.74,60.93,Animal Products,164.28
Ghana,217.87,Lamb & Goat,1.74,60.93,Non-Animal Products,53.59
Ghana,217.87,Fish,26.05,41.59,Animal Products,164.28
Ghana,217.87,Fish,26.05,41.59,Non-Animal Products,53.59
Ghana,217.87,Eggs,1.21,1.11,Animal Products,164.28
Ghana,217.87,Eggs,1.21,1.11,Non-Animal Products,53.59
Ghana,217.87,Milk - inc. cheese,9.08,12.93,Animal Products,164.28
Ghana,217.87,Milk - inc. cheese,9.08,12.93,Non-Animal Products,53.59
Ghana,217.87,Wheat and Wheat Products,14.45,2.76,Animal Products,164.28
Ghana,217.87,Wheat and Wheat Products,14.45,2.76,Non-Animal Products,53.59
Ghana,217.87,Rice,32.03,40.99,Animal Products,164.28
Ghana,217.87,Rice,32.03,40.99,Non-Animal Products,53.59
Ghana,217.87,Soybeans,0.01,0.0,Animal Products,164.28
Ghana,217.87,Soybeans,0.01,0.0,Non-Animal Products,53.59
Ghana,217.87,Nuts inc. Peanut Butter,5.56,9.84,Animal Products,164.28
Ghana,217.87,Nuts inc. Peanut Butter,5.56,9.84,Non-Animal Products,53.59
Greece,1497.29,Pork,28.31,100.2,Animal Products,1446.54
Greece,1497.29,Pork,28.31,100.2,Non-Animal Products,50.75
Greece,1497.29,Poultry,15.739999999999998,16.91,Animal Products,1446.54
Greece,1497.29,Poultry,15.739999999999998,16.91,Non-Animal Products,50.75
Greece,1497.29,Beef,16.1,496.81,Animal Products,1446.54
Greece,1497.29,Beef,16.1,496.81,Non-Animal Products,50.75
Greece,1497.29,Lamb & Goat,12.47,436.7,Animal Products,1446.54
Greece,1497.29,Lamb & Goat,12.47,436.7,Non-Animal Products,50.75
Greece,1497.29,Fish,14.42,23.02,Animal Products,1446.54
Greece,1497.29,Fish,14.42,23.02,Non-Animal Products,50.75
Greece,1497.29,Eggs,10.13,9.31,Animal Products,1446.54
Greece,1497.29,Eggs,10.13,9.31,Non-Animal Products,50.75
Greece,1497.29,Milk - inc. cheese,255.26,363.59,Animal Products,1446.54
Greece,1497.29,Milk - inc. cheese,255.26,363.59,Non-Animal Products,50.75
Greece,1497.29,Wheat and Wheat Products,124.04,23.65,Animal Products,1446.54
Greece,1497.29,Wheat and Wheat Products,124.04,23.65,Non-Animal Products,50.75
Greece,1497.29,Rice,6.64,8.5,Animal Products,1446.54
Greece,1497.29,Rice,6.64,8.5,Non-Animal Products,50.75
Greece,1497.29,Soybeans,0.02,0.01,Animal Products,1446.54
Greece,1497.29,Soybeans,0.02,0.01,Non-Animal Products,50.75
Greece,1497.29,Nuts inc. Peanut Butter,10.5,18.59,Animal Products,1446.54
Greece,1497.29,Nuts inc. Peanut Butter,10.5,18.59,Non-Animal Products,50.75
Grenada,439.85,Pork,11.52,40.78,Animal Products,415.94
Grenada,439.85,Pork,11.52,40.78,Non-Animal Products,23.91
Grenada,439.85,Poultry,43.51,46.74,Animal Products,415.94
Grenada,439.85,Poultry,43.51,46.74,Non-Animal Products,23.91
Grenada,439.85,Beef,3.46,106.77,Animal Products,415.94
Grenada,439.85,Beef,3.46,106.77,Non-Animal Products,23.91
Grenada,439.85,Lamb & Goat,1.25,43.77,Animal Products,415.94
Grenada,439.85,Lamb & Goat,1.25,43.77,Non-Animal Products,23.91
Grenada,439.85,Fish,27.95,44.63,Animal Products,415.94
Grenada,439.85,Fish,27.95,44.63,Non-Animal Products,23.91
Grenada,439.85,Eggs,10.34,9.5,Animal Products,415.94
Grenada,439.85,Eggs,10.34,9.5,Non-Animal Products,23.91
Grenada,439.85,Milk - inc. cheese,86.88,123.75,Animal Products,415.94
Grenada,439.85,Milk - inc. cheese,86.88,123.75,Non-Animal Products,23.91
Grenada,439.85,Wheat and Wheat Products,59.59,11.36,Animal Products,415.94
Grenada,439.85,Wheat and Wheat Products,59.59,11.36,Non-Animal Products,23.91
Grenada,439.85,Rice,9.56,12.23,Animal Products,415.94
Grenada,439.85,Rice,9.56,12.23,Non-Animal Products,23.91
Grenada,439.85,Soybeans,0.01,0.0,Animal Products,415.94
Grenada,439.85,Soybeans,0.01,0.0,Non-Animal Products,23.91
Grenada,439.85,Nuts inc. Peanut Butter,0.18,0.32,Animal Products,415.94
Grenada,439.85,Nuts inc. Peanut Butter,0.18,0.32,Non-Animal Products,23.91
Guatemala,314.98,Pork,4.85,17.17,Animal Products,297.21000000000004
Guatemala,314.98,Pork,4.85,17.17,Non-Animal Products,17.77
Guatemala,314.98,Poultry,16.45,17.67,Animal Products,297.21000000000004
Guatemala,314.98,Poultry,16.45,17.67,Non-Animal Products,17.77
Guatemala,314.98,Beef,5.6,172.8,Animal Products,297.21000000000004
Guatemala,314.98,Beef,5.6,172.8,Non-Animal Products,17.77
Guatemala,314.98,Lamb & Goat,0.23,8.05,Animal Products,297.21000000000004
Guatemala,314.98,Lamb & Goat,0.23,8.05,Non-Animal Products,17.77
Guatemala,314.98,Fish,1.08,1.72,Animal Products,297.21000000000004
